taxon	locus	pi1	pi2
negros-panay_sw	locus471	0.0	0.0
caluya-camiguin_sur	locus472	0.0	0.0
lubang-mindoro_n	locus472	0.0	0.0
maestre_de_campo-mindoro_s	locus472	0.0	0.0
masbate-panay_ne	locus472	0.0	0.0
negros-panay_sw	locus472	0.0	0.0
caluya-camiguin_sur	locus473	0.0	0.0
lubang-mindoro_n	locus473	0.0	0.0
maestre_de_campo-mindoro_s	locus473	0.0	0.0
masbate-panay_ne	locus473	0.0	0.0
negros-panay_sw	locus473	0.0	0.0
caluya-camiguin_sur	locus474	0.0	0.0
lubang-mindoro_n	locus474	0.0	0.0
maestre_de_campo-mindoro_s	locus474	0.0	0.0
masbate-panay_ne	locus474	0.0	0.0
negros-panay_sw	locus474	0.0	0.0
caluya-camiguin_sur	locus475	0.0	0.0
lubang-mindoro_n	locus475	0.0	0.0
maestre_de_campo-mindoro_s	locus475	0.0	0.0
masbate-panay_ne	locus475	0.0	0.0
negros-panay_sw	locus475	0.0	0.0
caluya-camiguin_sur	locus476	0.0	0.0
lubang-mindoro_n	locus476	0.0	0.0
maestre_de_campo-mindoro_s	locus476	0.0	0.0
masbate-panay_ne	locus476	0.0	0.0
negros-panay_sw	locus476	0.0	0.0
caluya-camiguin_sur	locus477	0.0	0.0
lubang-mindoro_n	locus477	0.0	0.0
maestre_de_campo-mindoro_s	locus477	0.0	0.0
masbate-panay_ne	locus477	0.0	0.0
negros-panay_sw	locus477	0.0	0.0
caluya-camiguin_sur	locus478	0.0	0.0
lubang-mindoro_n	locus478	0.0	0.0
maestre_de_campo-mindoro_s	locus478	0.0	0.0
masbate-panay_ne	locus478	0.0	0.0
negros-panay_sw	locus478	0.0	0.0
caluya-camiguin_sur	locus479	0.0	0.0
lubang-mindoro_n	locus479	0.0	0.0
maestre_de_campo-mindoro_s	locus479	0.0	0.0
masbate-panay_ne	locus479	0.0	0.0
negros-panay_sw	locus479	0.0	0.0
caluya-camiguin_sur	locus480	0.0	0.0
lubang-mindoro_n	locus480	0.0	0.0
maestre_de_campo-mindoro_s	locus480	0.0	0.0
masbate-panay_ne	locus480	0.0	0.0
negros-panay_sw	locus480	0.0	0.0
caluya-camiguin_sur	locus481	0.0	0.0
lubang-mindoro_n	locus481	0.0	0.0
maestre_de_campo-mindoro_s	locus481	0.0	0.0
masbate-panay_ne	locus481	0.0	0.0
negros-panay_sw	locus481	0.0	0.0
caluya-camiguin_sur	locus482	0.0	0.0
lubang-mindoro_n	locus482	0.0	0.0
maestre_de_campo-mindoro_s	locus482	0.0	0.0
masbate-panay_ne	locus482	0.0	0.0
negros-panay_sw	locus482	0.0	0.0
caluya-camiguin_sur	locus483	0.0	0.0
lubang-mindoro_n	locus483	0.0	0.0
maestre_de_campo-mindoro_s	locus483	0.0	0.0
masbate-panay_ne	locus483	0.0	0.0
negros-panay_sw	locus483	0.0	0.0
caluya-camiguin_sur	locus484	0.0077519379845	0.0
lubang-mindoro_n	locus484	0.0	0.0
maestre_de_campo-mindoro_s	locus484	0.0	0.0
masbate-panay_ne	locus484	0.0	0.0
negros-panay_sw	locus484	0.0	0.0
caluya-camiguin_sur	locus485	0.0	0.0
lubang-mindoro_n	locus485	0.0	0.0
maestre_de_campo-mindoro_s	locus485	0.0	0.0
masbate-panay_ne	locus485	0.0	0.0
negros-panay_sw	locus485	0.0	0.0
caluya-camiguin_sur	locus486	0.0	0.0
lubang-mindoro_n	locus486	0.0	0.0
maestre_de_campo-mindoro_s	locus486	0.0	0.0
masbate-panay_ne	locus486	0.0	0.0
negros-panay_sw	locus486	0.0	0.0
caluya-camiguin_sur	locus487	0.0077519379845	0.0
lubang-mindoro_n	locus487	0.0	0.0
maestre_de_campo-mindoro_s	locus487	0.0	0.0
masbate-panay_ne	locus487	0.0	0.0
negros-panay_sw	locus487	0.0	0.0
caluya-camiguin_sur	locus488	0.0	0.0
lubang-mindoro_n	locus488	0.0	0.0
maestre_de_campo-mindoro_s	locus488	0.0	0.0
masbate-panay_ne	locus488	0.0	0.0
negros-panay_sw	locus488	0.0	0.0
caluya-camiguin_sur	locus489	0.0	0.0
lubang-mindoro_n	locus489	0.0	0.0
maestre_de_campo-mindoro_s	locus489	0.0	0.0
masbate-panay_ne	locus489	0.0	0.0
negros-panay_sw	locus489	0.0	0.0
caluya-camiguin_sur	locus490	0.0	0.0
lubang-mindoro_n	locus490	0.0	0.0
maestre_de_campo-mindoro_s	locus490	0.0	0.0
masbate-panay_ne	locus490	0.0	0.0
negros-panay_sw	locus490	0.0	0.0
caluya-camiguin_sur	locus491	0.0	0.0
lubang-mindoro_n	locus491	0.0	0.0
maestre_de_campo-mindoro_s	locus491	0.0	0.0
masbate-panay_ne	locus491	0.0	0.0
negros-panay_sw	locus491	0.0	0.0
caluya-camiguin_sur	locus492	0.0	0.0
lubang-mindoro_n	locus492	0.0	0.0
maestre_de_campo-mindoro_s	locus492	0.0	0.0
masbate-panay_ne	locus492	0.0	0.0
negros-panay_sw	locus492	0.0	0.0
caluya-camiguin_sur	locus493	0.00561797752809	0.0
lubang-mindoro_n	locus493	0.0	0.0
maestre_de_campo-mindoro_s	locus493	0.0	0.0
masbate-panay_ne	locus493	0.0	0.0
negros-panay_sw	locus493	0.0	0.0
caluya-camiguin_sur	locus494	0.0	0.0
lubang-mindoro_n	locus494	0.0	0.0
maestre_de_campo-mindoro_s	locus494	0.0	0.0
masbate-panay_ne	locus494	0.0	0.0
negros-panay_sw	locus494	0.0	0.0
caluya-camiguin_sur	locus495	0.0	0.0
lubang-mindoro_n	locus495	0.0	0.0
maestre_de_campo-mindoro_s	locus495	0.0	0.0
masbate-panay_ne	locus495	0.0	0.0
negros-panay_sw	locus495	0.0	0.0
caluya-camiguin_sur	locus496	0.0	0.0
lubang-mindoro_n	locus496	0.0	0.0
maestre_de_campo-mindoro_s	locus496	0.0	0.0
masbate-panay_ne	locus496	0.0	0.0
negros-panay_sw	locus496	0.0	0.0
caluya-camiguin_sur	locus497	0.0	0.0
lubang-mindoro_n	locus497	0.0	0.0
maestre_de_campo-mindoro_s	locus497	0.0	0.0
masbate-panay_ne	locus497	0.0	0.0
negros-panay_sw	locus497	0.0	0.0
caluya-camiguin_sur	locus498	0.0	0.0
lubang-mindoro_n	locus498	0.0	0.0
maestre_de_campo-mindoro_s	locus498	0.0	0.0
masbate-panay_ne	locus498	0.0	0.0
negros-panay_sw	locus498	0.0	0.0
caluya-camiguin_sur	locus499	0.0	0.0
lubang-mindoro_n	locus499	0.0	0.0
maestre_de_campo-mindoro_s	locus499	0.0	0.0
masbate-panay_ne	locus499	0.0	0.0
negros-panay_sw	locus499	0.0	0.0
caluya-camiguin_sur	locus500	0.0	0.0
lubang-mindoro_n	locus500	0.0	0.0
maestre_de_campo-mindoro_s	locus500	0.0	0.0
masbate-panay_ne	locus500	0.0	0.0
negros-panay_sw	locus500	0.0	0.0
caluya-camiguin_sur	locus501	0.0	0.0
lubang-mindoro_n	locus501	0.0	0.0
maestre_de_campo-mindoro_s	locus501	0.0	0.0
masbate-panay_ne	locus501	0.0	0.0
negros-panay_sw	locus501	0.0	0.0
caluya-camiguin_sur	locus502	0.0	0.0
lubang-mindoro_n	locus502	0.0	0.0
maestre_de_campo-mindoro_s	locus502	0.0	0.0
masbate-panay_ne	locus502	0.0	0.0
negros-panay_sw	locus502	0.0	0.0
caluya-camiguin_sur	locus503	0.0	0.0
lubang-mindoro_n	locus503	0.0	0.0
maestre_de_campo-mindoro_s	locus503	0.0	0.0
masbate-panay_ne	locus503	0.0	0.0
negros-panay_sw	locus503	0.0	0.0
caluya-camiguin_sur	locus504	0.0	0.0
lubang-mindoro_n	locus504	0.0	0.0
maestre_de_campo-mindoro_s	locus504	0.0	0.0
masbate-panay_ne	locus504	0.0	0.0
negros-panay_sw	locus504	0.0	0.0
caluya-camiguin_sur	locus505	0.0	0.0
lubang-mindoro_n	locus505	0.0	0.0
maestre_de_campo-mindoro_s	locus505	0.0	0.0
masbate-panay_ne	locus505	0.0	0.0
negros-panay_sw	locus505	0.0	0.0
caluya-camiguin_sur	locus506	0.0	0.0
lubang-mindoro_n	locus506	0.0	0.0
maestre_de_campo-mindoro_s	locus506	0.0	0.0
masbate-panay_ne	locus506	0.0	0.0
negros-panay_sw	locus506	0.0	0.0
caluya-camiguin_sur	locus507	0.0	0.0
lubang-mindoro_n	locus507	0.0	0.0
maestre_de_campo-mindoro_s	locus507	0.0	0.0
masbate-panay_ne	locus507	0.0	0.0
negros-panay_sw	locus507	0.0	0.0
caluya-camiguin_sur	locus508	0.0	0.0
lubang-mindoro_n	locus508	0.0	0.0
maestre_de_campo-mindoro_s	locus508	0.0	0.0
masbate-panay_ne	locus508	0.0	0.0
negros-panay_sw	locus508	0.0	0.0
caluya-camiguin_sur	locus509	0.0	0.0
lubang-mindoro_n	locus509	0.0	0.0
maestre_de_campo-mindoro_s	locus509	0.0	0.0
masbate-panay_ne	locus509	0.0	0.0
negros-panay_sw	locus509	0.00757575757576	0.0
caluya-camiguin_sur	locus510	0.0	0.0
lubang-mindoro_n	locus510	0.0	0.0
maestre_de_campo-mindoro_s	locus510	0.0	0.0
masbate-panay_ne	locus510	0.0	0.0
negros-panay_sw	locus510	0.0	0.0
caluya-camiguin_sur	locus511	0.0	0.0
lubang-mindoro_n	locus511	0.0	0.0
maestre_de_campo-mindoro_s	locus511	0.0	0.0
masbate-panay_ne	locus511	0.0	0.0
negros-panay_sw	locus511	0.0	0.0
caluya-camiguin_sur	locus512	0.0	0.0
lubang-mindoro_n	locus512	0.0	0.0
maestre_de_campo-mindoro_s	locus512	0.0	0.0
masbate-panay_ne	locus512	0.0	0.0
negros-panay_sw	locus512	0.0	0.0
caluya-camiguin_sur	locus513	0.0	0.0
lubang-mindoro_n	locus513	0.0	0.0
maestre_de_campo-mindoro_s	locus513	0.0	0.0
masbate-panay_ne	locus513	0.0	0.0
negros-panay_sw	locus513	0.0	0.0
caluya-camiguin_sur	locus514	0.0	0.0
lubang-mindoro_n	locus514	0.0	0.0
maestre_de_campo-mindoro_s	locus514	0.0	0.0
masbate-panay_ne	locus514	0.0	0.0
negros-panay_sw	locus514	0.0	0.0
caluya-camiguin_sur	locus515	0.0	0.0
lubang-mindoro_n	locus515	0.0	0.0
maestre_de_campo-mindoro_s	locus515	0.0	0.0
masbate-panay_ne	locus515	0.0	0.0
negros-panay_sw	locus515	0.0	0.0
caluya-camiguin_sur	locus516	0.0	0.0
lubang-mindoro_n	locus516	0.0	0.0
maestre_de_campo-mindoro_s	locus516	0.00561797752809	0.0
masbate-panay_ne	locus516	0.00561797752809	0.0
negros-panay_sw	locus516	0.0	0.0
caluya-camiguin_sur	locus517	0.0	0.0
lubang-mindoro_n	locus517	0.0	0.00749063670412
maestre_de_campo-mindoro_s	locus517	0.0	0.0
masbate-panay_ne	locus517	0.0	0.0
negros-panay_sw	locus517	0.0	0.0
caluya-camiguin_sur	locus518	0.0	0.0
lubang-mindoro_n	locus518	0.0	0.0
maestre_de_campo-mindoro_s	locus518	0.0	0.0
masbate-panay_ne	locus518	0.0	0.0
negros-panay_sw	locus518	0.0	0.0
caluya-camiguin_sur	locus519	0.0	0.0
lubang-mindoro_n	locus519	0.0	0.0
maestre_de_campo-mindoro_s	locus519	0.0	0.0
masbate-panay_ne	locus519	0.0	0.0
negros-panay_sw	locus519	0.0	0.0
caluya-camiguin_sur	locus520	0.0	0.0
lubang-mindoro_n	locus520	0.0	0.0
maestre_de_campo-mindoro_s	locus520	0.0	0.0
masbate-panay_ne	locus520	0.0	0.0
negros-panay_sw	locus520	0.0	0.0
caluya-camiguin_sur	locus521	0.0	0.0
lubang-mindoro_n	locus521	0.0	0.0
maestre_de_campo-mindoro_s	locus521	0.0	0.0
masbate-panay_ne	locus521	0.0	0.0
negros-panay_sw	locus521	0.0	0.0
caluya-camiguin_sur	locus522	0.0	0.0
lubang-mindoro_n	locus522	0.0	0.0
maestre_de_campo-mindoro_s	locus522	0.0	0.0
masbate-panay_ne	locus522	0.0	0.0
negros-panay_sw	locus522	0.0	0.0
caluya-camiguin_sur	locus523	0.0	0.0
lubang-mindoro_n	locus523	0.0	0.0
maestre_de_campo-mindoro_s	locus523	0.0	0.0
masbate-panay_ne	locus523	0.0	0.0
negros-panay_sw	locus523	0.0	0.0
caluya-camiguin_sur	locus524	0.0	0.0
lubang-mindoro_n	locus524	0.0	0.0
maestre_de_campo-mindoro_s	locus524	0.0	0.0
masbate-panay_ne	locus524	0.0	0.0
negros-panay_sw	locus524	0.0	0.0
caluya-camiguin_sur	locus525	0.0	0.0
lubang-mindoro_n	locus525	0.0	0.0
maestre_de_campo-mindoro_s	locus525	0.0	0.0
masbate-panay_ne	locus525	0.0	0.0
negros-panay_sw	locus525	0.0	0.0
caluya-camiguin_sur	locus526	0.0043956043956	0.0
lubang-mindoro_n	locus526	0.0	0.0
maestre_de_campo-mindoro_s	locus526	0.0	0.0
masbate-panay_ne	locus526	0.0	0.0
negros-panay_sw	locus526	0.0	0.0
caluya-camiguin_sur	locus527	0.0	0.0
lubang-mindoro_n	locus527	0.0	0.0
maestre_de_campo-mindoro_s	locus527	0.0	0.0
masbate-panay_ne	locus527	0.0	0.0
negros-panay_sw	locus527	0.0	0.0
caluya-camiguin_sur	locus528	0.0	0.0
lubang-mindoro_n	locus528	0.0	0.0
maestre_de_campo-mindoro_s	locus528	0.0	0.0
masbate-panay_ne	locus528	0.0	0.0
negros-panay_sw	locus528	0.0	0.0
caluya-camiguin_sur	locus529	0.0	0.0
lubang-mindoro_n	locus529	0.0	0.0
maestre_de_campo-mindoro_s	locus529	0.0	0.0
masbate-panay_ne	locus529	0.0	0.0
negros-panay_sw	locus529	0.0	0.0
caluya-camiguin_sur	locus530	0.0	0.0
lubang-mindoro_n	locus530	0.0	0.0
maestre_de_campo-mindoro_s	locus530	0.0	0.0
masbate-panay_ne	locus530	0.0	0.0
negros-panay_sw	locus530	0.0	0.0
caluya-camiguin_sur	locus531	0.0	0.0
lubang-mindoro_n	locus531	0.0	0.0
maestre_de_campo-mindoro_s	locus531	0.0	0.0
masbate-panay_ne	locus531	0.0	0.0
negros-panay_sw	locus531	0.0	0.0
caluya-camiguin_sur	locus532	0.0	0.0
lubang-mindoro_n	locus532	0.0	0.0
maestre_de_campo-mindoro_s	locus532	0.0	0.0
masbate-panay_ne	locus532	0.0	0.0
negros-panay_sw	locus532	0.0	0.0
caluya-camiguin_sur	locus533	0.0	0.0
lubang-mindoro_n	locus533	0.0	0.0
maestre_de_campo-mindoro_s	locus533	0.0	0.0
masbate-panay_ne	locus533	0.0	0.0
negros-panay_sw	locus533	0.00732600732601	0.0
caluya-camiguin_sur	locus534	0.0	0.0
lubang-mindoro_n	locus534	0.0	0.0
maestre_de_campo-mindoro_s	locus534	0.0	0.0
masbate-panay_ne	locus534	0.0	0.0
negros-panay_sw	locus534	0.0	0.0
caluya-camiguin_sur	locus535	0.0	0.0
lubang-mindoro_n	locus535	0.0	0.0
maestre_de_campo-mindoro_s	locus535	0.0	0.0
masbate-panay_ne	locus535	0.0	0.0
negros-panay_sw	locus535	0.0	0.0
caluya-camiguin_sur	locus536	0.0	0.0
lubang-mindoro_n	locus536	0.0	0.0
maestre_de_campo-mindoro_s	locus536	0.0	0.0
masbate-panay_ne	locus536	0.0	0.0
negros-panay_sw	locus536	0.0	0.0
caluya-camiguin_sur	locus537	0.0	0.0
lubang-mindoro_n	locus537	0.0	0.0
maestre_de_campo-mindoro_s	locus537	0.0	0.0
masbate-panay_ne	locus537	0.0	0.0
negros-panay_sw	locus537	0.0	0.0
caluya-camiguin_sur	locus538	0.0	0.0
lubang-mindoro_n	locus538	0.0	0.0
maestre_de_campo-mindoro_s	locus538	0.0	0.0
masbate-panay_ne	locus538	0.0	0.0
negros-panay_sw	locus538	0.0	0.0
caluya-camiguin_sur	locus539	0.0	0.0
lubang-mindoro_n	locus539	0.0	0.0
maestre_de_campo-mindoro_s	locus539	0.0	0.0
masbate-panay_ne	locus539	0.0	0.0
negros-panay_sw	locus539	0.0	0.0
caluya-camiguin_sur	locus540	0.0	0.0
lubang-mindoro_n	locus540	0.0	0.0
maestre_de_campo-mindoro_s	locus540	0.0	0.0
masbate-panay_ne	locus540	0.0	0.0
negros-panay_sw	locus540	0.0	0.0
caluya-camiguin_sur	locus541	0.0	0.0
lubang-mindoro_n	locus541	0.0	0.0
maestre_de_campo-mindoro_s	locus541	0.0	0.0
masbate-panay_ne	locus541	0.0	0.0
negros-panay_sw	locus541	0.0	0.0
caluya-camiguin_sur	locus542	0.0	0.0
lubang-mindoro_n	locus542	0.0	0.0
maestre_de_campo-mindoro_s	locus542	0.0	0.0
masbate-panay_ne	locus542	0.0	0.0
negros-panay_sw	locus542	0.0	0.0
caluya-camiguin_sur	locus543	0.0	0.0
lubang-mindoro_n	locus543	0.00574712643678	0.0
maestre_de_campo-mindoro_s	locus543	0.0	0.0
masbate-panay_ne	locus543	0.0	0.0
negros-panay_sw	locus543	0.0	0.0
caluya-camiguin_sur	locus544	0.0	0.0
lubang-mindoro_n	locus544	0.0	0.0
maestre_de_campo-mindoro_s	locus544	0.0224719101124	0.0
masbate-panay_ne	locus544	0.0	0.0
negros-panay_sw	locus544	0.0	0.0
caluya-camiguin_sur	locus545	0.0	0.0
lubang-mindoro_n	locus545	0.0	0.0
maestre_de_campo-mindoro_s	locus545	0.0	0.0
masbate-panay_ne	locus545	0.0	0.0
negros-panay_sw	locus545	0.0	0.0
caluya-camiguin_sur	locus546	0.0	0.0
lubang-mindoro_n	locus546	0.0	0.0
maestre_de_campo-mindoro_s	locus546	0.0	0.0
masbate-panay_ne	locus546	0.0	0.0
negros-panay_sw	locus546	0.0	0.0
caluya-camiguin_sur	locus547	0.0	0.0
lubang-mindoro_n	locus547	0.0	0.0
maestre_de_campo-mindoro_s	locus547	0.0	0.0
masbate-panay_ne	locus547	0.0	0.0
negros-panay_sw	locus547	0.0	0.0
caluya-camiguin_sur	locus548	0.0	0.0
lubang-mindoro_n	locus548	0.0	0.0
maestre_de_campo-mindoro_s	locus548	0.0	0.0
masbate-panay_ne	locus548	0.0	0.0
negros-panay_sw	locus548	0.0	0.0
caluya-camiguin_sur	locus549	0.0	0.0
lubang-mindoro_n	locus549	0.0	0.0
maestre_de_campo-mindoro_s	locus549	0.0	0.0
masbate-panay_ne	locus549	0.0	0.0
negros-panay_sw	locus549	0.0	0.0
caluya-camiguin_sur	locus550	0.0	0.0
lubang-mindoro_n	locus550	0.0	0.0
maestre_de_campo-mindoro_s	locus550	0.0	0.0149812734082
masbate-panay_ne	locus550	0.0	0.0
negros-panay_sw	locus550	0.0	0.0
caluya-camiguin_sur	locus551	0.0	0.0
lubang-mindoro_n	locus551	0.0	0.0
maestre_de_campo-mindoro_s	locus551	0.0	0.0
masbate-panay_ne	locus551	0.0	0.0
negros-panay_sw	locus551	0.0	0.0
caluya-camiguin_sur	locus552	0.0	0.0
lubang-mindoro_n	locus552	0.0	0.0
maestre_de_campo-mindoro_s	locus552	0.0	0.0
masbate-panay_ne	locus552	0.0	0.0
negros-panay_sw	locus552	0.0	0.00555555555556
