taxon	locus	pi1	pi2
masbate-panay_ne	locus118	0.0	0.0
negros-panay_sw	locus118	0.0	0.0
caluya-camiguin_sur	locus119	0.0	0.0
lubang-mindoro_n	locus119	0.0	0.0
maestre_de_campo-mindoro_s	locus119	0.0	0.0
masbate-panay_ne	locus119	0.0	0.0
negros-panay_sw	locus119	0.0	0.0
caluya-camiguin_sur	locus120	0.0	0.0
lubang-mindoro_n	locus120	0.0	0.0
maestre_de_campo-mindoro_s	locus120	0.0	0.0
masbate-panay_ne	locus120	0.0	0.0
negros-panay_sw	locus120	0.0	0.0
caluya-camiguin_sur	locus121	0.0	0.0
lubang-mindoro_n	locus121	0.0	0.0
maestre_de_campo-mindoro_s	locus121	0.0	0.0
masbate-panay_ne	locus121	0.0	0.0
negros-panay_sw	locus121	0.0	0.0
caluya-camiguin_sur	locus122	0.0	0.0
lubang-mindoro_n	locus122	0.0	0.0
maestre_de_campo-mindoro_s	locus122	0.0	0.0
masbate-panay_ne	locus122	0.0	0.0
negros-panay_sw	locus122	0.0	0.0
caluya-camiguin_sur	locus123	0.0	0.0
lubang-mindoro_n	locus123	0.0	0.0
maestre_de_campo-mindoro_s	locus123	0.0	0.0
masbate-panay_ne	locus123	0.0	0.0
negros-panay_sw	locus123	0.0	0.0
caluya-camiguin_sur	locus124	0.0	0.0
lubang-mindoro_n	locus124	0.0	0.0
maestre_de_campo-mindoro_s	locus124	0.0	0.0
masbate-panay_ne	locus124	0.0	0.0
negros-panay_sw	locus124	0.0	0.0
caluya-camiguin_sur	locus125	0.0	0.0
lubang-mindoro_n	locus125	0.0	0.0
maestre_de_campo-mindoro_s	locus125	0.0	0.0
masbate-panay_ne	locus125	0.0	0.0
negros-panay_sw	locus125	0.0	0.0
caluya-camiguin_sur	locus126	0.0	0.0
lubang-mindoro_n	locus126	0.00555555555556	0.0
maestre_de_campo-mindoro_s	locus126	0.0	0.0
masbate-panay_ne	locus126	0.0	0.0
negros-panay_sw	locus126	0.0	0.0
caluya-camiguin_sur	locus127	0.0	0.0
lubang-mindoro_n	locus127	0.0	0.0
maestre_de_campo-mindoro_s	locus127	0.0	0.0
masbate-panay_ne	locus127	0.0	0.0
negros-panay_sw	locus127	0.0	0.0
caluya-camiguin_sur	locus128	0.0	0.0
lubang-mindoro_n	locus128	0.0	0.0
maestre_de_campo-mindoro_s	locus128	0.0	0.0
masbate-panay_ne	locus128	0.0	0.0
negros-panay_sw	locus128	0.0	0.0
caluya-camiguin_sur	locus129	0.0	0.0
lubang-mindoro_n	locus129	0.0	0.0
maestre_de_campo-mindoro_s	locus129	0.0	0.0
masbate-panay_ne	locus129	0.0	0.0111111111111
negros-panay_sw	locus129	0.0	0.0
caluya-camiguin_sur	locus130	0.0	0.0
lubang-mindoro_n	locus130	0.0	0.0
maestre_de_campo-mindoro_s	locus130	0.0	0.0
masbate-panay_ne	locus130	0.0	0.0
negros-panay_sw	locus130	0.0	0.0
caluya-camiguin_sur	locus131	0.0	0.0
lubang-mindoro_n	locus131	0.0	0.0
maestre_de_campo-mindoro_s	locus131	0.0	0.0
masbate-panay_ne	locus131	0.0	0.0
negros-panay_sw	locus131	0.0	0.0
caluya-camiguin_sur	locus132	0.0	0.0
lubang-mindoro_n	locus132	0.0	0.0
maestre_de_campo-mindoro_s	locus132	0.0	0.0
masbate-panay_ne	locus132	0.0	0.0
negros-panay_sw	locus132	0.0	0.0
caluya-camiguin_sur	locus133	0.0	0.0
lubang-mindoro_n	locus133	0.0	0.0
maestre_de_campo-mindoro_s	locus133	0.0	0.0
masbate-panay_ne	locus133	0.0	0.0
negros-panay_sw	locus133	0.0	0.0
caluya-camiguin_sur	locus134	0.0	0.0
lubang-mindoro_n	locus134	0.0	0.0
maestre_de_campo-mindoro_s	locus134	0.0	0.0
masbate-panay_ne	locus134	0.0	0.0
negros-panay_sw	locus134	0.0	0.0
caluya-camiguin_sur	locus135	0.0	0.0
lubang-mindoro_n	locus135	0.0	0.0
maestre_de_campo-mindoro_s	locus135	0.0	0.0
masbate-panay_ne	locus135	0.0	0.0
negros-panay_sw	locus135	0.0	0.0
caluya-camiguin_sur	locus136	0.0	0.0
lubang-mindoro_n	locus136	0.0	0.0
maestre_de_campo-mindoro_s	locus136	0.0	0.0
masbate-panay_ne	locus136	0.0	0.0
negros-panay_sw	locus136	0.0	0.0
caluya-camiguin_sur	locus137	0.0	0.0
lubang-mindoro_n	locus137	0.0	0.0
maestre_de_campo-mindoro_s	locus137	0.0	0.0
masbate-panay_ne	locus137	0.0	0.0
negros-panay_sw	locus137	0.0	0.0
caluya-camiguin_sur	locus138	0.0	0.0
lubang-mindoro_n	locus138	0.0	0.0
maestre_de_campo-mindoro_s	locus138	0.0	0.0
masbate-panay_ne	locus138	0.0	0.0
negros-panay_sw	locus138	0.0	0.0
caluya-camiguin_sur	locus139	0.0	0.0
lubang-mindoro_n	locus139	0.0	0.0
maestre_de_campo-mindoro_s	locus139	0.00766283524904	0.0
masbate-panay_ne	locus139	0.0	0.0
negros-panay_sw	locus139	0.0	0.00574712643678
caluya-camiguin_sur	locus140	0.0	0.0
lubang-mindoro_n	locus140	0.0	0.0
maestre_de_campo-mindoro_s	locus140	0.0	0.0
masbate-panay_ne	locus140	0.0	0.0
negros-panay_sw	locus140	0.0	0.0
caluya-camiguin_sur	locus141	0.0	0.0
lubang-mindoro_n	locus141	0.0	0.0
maestre_de_campo-mindoro_s	locus141	0.0	0.0
masbate-panay_ne	locus141	0.0	0.0
negros-panay_sw	locus141	0.0	0.0
caluya-camiguin_sur	locus142	0.0	0.0
lubang-mindoro_n	locus142	0.0	0.0
maestre_de_campo-mindoro_s	locus142	0.0	0.0
masbate-panay_ne	locus142	0.0	0.0
negros-panay_sw	locus142	0.0	0.0
caluya-camiguin_sur	locus143	0.0	0.0
lubang-mindoro_n	locus143	0.0	0.0
maestre_de_campo-mindoro_s	locus143	0.0	0.0
masbate-panay_ne	locus143	0.0	0.0
negros-panay_sw	locus143	0.0	0.0
caluya-camiguin_sur	locus144	0.0	0.0
lubang-mindoro_n	locus144	0.0	0.0
maestre_de_campo-mindoro_s	locus144	0.0	0.0
masbate-panay_ne	locus144	0.0	0.0
negros-panay_sw	locus144	0.0	0.0
caluya-camiguin_sur	locus145	0.0	0.0
lubang-mindoro_n	locus145	0.0	0.0
maestre_de_campo-mindoro_s	locus145	0.0	0.0
masbate-panay_ne	locus145	0.0	0.0
negros-panay_sw	locus145	0.0	0.0
caluya-camiguin_sur	locus146	0.0	0.0
lubang-mindoro_n	locus146	0.0	0.0
maestre_de_campo-mindoro_s	locus146	0.0	0.0
masbate-panay_ne	locus146	0.0	0.0
negros-panay_sw	locus146	0.0	0.0
caluya-camiguin_sur	locus147	0.0	0.0
lubang-mindoro_n	locus147	0.0	0.0
maestre_de_campo-mindoro_s	locus147	0.0	0.0
masbate-panay_ne	locus147	0.0	0.0
negros-panay_sw	locus147	0.0	0.0
caluya-camiguin_sur	locus148	0.0	0.0
lubang-mindoro_n	locus148	0.0	0.0
maestre_de_campo-mindoro_s	locus148	0.0	0.0
masbate-panay_ne	locus148	0.0	0.0
negros-panay_sw	locus148	0.0	0.0
caluya-camiguin_sur	locus149	0.0	0.0
lubang-mindoro_n	locus149	0.0	0.0
maestre_de_campo-mindoro_s	locus149	0.0	0.0
masbate-panay_ne	locus149	0.0	0.0
negros-panay_sw	locus149	0.0	0.0
caluya-camiguin_sur	locus150	0.0	0.0
lubang-mindoro_n	locus150	0.0	0.0
maestre_de_campo-mindoro_s	locus150	0.0	0.0
masbate-panay_ne	locus150	0.0	0.0
negros-panay_sw	locus150	0.0	0.0
caluya-camiguin_sur	locus151	0.0	0.0
lubang-mindoro_n	locus151	0.0	0.0
maestre_de_campo-mindoro_s	locus151	0.0	0.0
masbate-panay_ne	locus151	0.0	0.0
negros-panay_sw	locus151	0.0	0.0
caluya-camiguin_sur	locus152	0.0	0.0
lubang-mindoro_n	locus152	0.0	0.0
maestre_de_campo-mindoro_s	locus152	0.0	0.0
masbate-panay_ne	locus152	0.0	0.0
negros-panay_sw	locus152	0.0	0.0
caluya-camiguin_sur	locus153	0.0	0.0
lubang-mindoro_n	locus153	0.0	0.0
maestre_de_campo-mindoro_s	locus153	0.0	0.0
masbate-panay_ne	locus153	0.0	0.0
negros-panay_sw	locus153	0.00757575757576	0.0
caluya-camiguin_sur	locus154	0.0	0.0
lubang-mindoro_n	locus154	0.0	0.0
maestre_de_campo-mindoro_s	locus154	0.0	0.0
masbate-panay_ne	locus154	0.0	0.0
negros-panay_sw	locus154	0.0	0.0
caluya-camiguin_sur	locus155	0.0	0.0
lubang-mindoro_n	locus155	0.0	0.0
maestre_de_campo-mindoro_s	locus155	0.0	0.0
masbate-panay_ne	locus155	0.0	0.0
negros-panay_sw	locus155	0.0	0.0
caluya-camiguin_sur	locus156	0.0	0.0
lubang-mindoro_n	locus156	0.0	0.0
maestre_de_campo-mindoro_s	locus156	0.0	0.0
masbate-panay_ne	locus156	0.0	0.0
negros-panay_sw	locus156	0.0	0.0
caluya-camiguin_sur	locus157	0.0	0.0
lubang-mindoro_n	locus157	0.0	0.0
maestre_de_campo-mindoro_s	locus157	0.0	0.0
masbate-panay_ne	locus157	0.0	0.0
negros-panay_sw	locus157	0.0	0.0
caluya-camiguin_sur	locus158	0.0	0.0
lubang-mindoro_n	locus158	0.0	0.0
maestre_de_campo-mindoro_s	locus158	0.0	0.0
masbate-panay_ne	locus158	0.0	0.0
negros-panay_sw	locus158	0.0	0.0
caluya-camiguin_sur	locus159	0.0	0.0
lubang-mindoro_n	locus159	0.0	0.0
maestre_de_campo-mindoro_s	locus159	0.0	0.0
masbate-panay_ne	locus159	0.0	0.0
negros-panay_sw	locus159	0.0	0.0
caluya-camiguin_sur	locus160	0.0	0.0
lubang-mindoro_n	locus160	0.0	0.0
maestre_de_campo-mindoro_s	locus160	0.0	0.0
masbate-panay_ne	locus160	0.0	0.0
negros-panay_sw	locus160	0.0	0.0
caluya-camiguin_sur	locus161	0.0	0.0
lubang-mindoro_n	locus161	0.0	0.0
maestre_de_campo-mindoro_s	locus161	0.0	0.0
masbate-panay_ne	locus161	0.0	0.0
negros-panay_sw	locus161	0.0	0.0
caluya-camiguin_sur	locus162	0.0	0.0
lubang-mindoro_n	locus162	0.0	0.0
maestre_de_campo-mindoro_s	locus162	0.0	0.0
masbate-panay_ne	locus162	0.0	0.0
negros-panay_sw	locus162	0.0	0.0
caluya-camiguin_sur	locus163	0.0	0.0
lubang-mindoro_n	locus163	0.0	0.0
maestre_de_campo-mindoro_s	locus163	0.0	0.0
masbate-panay_ne	locus163	0.0	0.0
negros-panay_sw	locus163	0.0	0.0
caluya-camiguin_sur	locus164	0.0	0.0
lubang-mindoro_n	locus164	0.0	0.0
maestre_de_campo-mindoro_s	locus164	0.0	0.0
masbate-panay_ne	locus164	0.0	0.0
negros-panay_sw	locus164	0.0	0.0
caluya-camiguin_sur	locus165	0.0	0.0
lubang-mindoro_n	locus165	0.0	0.0
maestre_de_campo-mindoro_s	locus165	0.0340909090909	0.0
masbate-panay_ne	locus165	0.0	0.0
negros-panay_sw	locus165	0.0	0.0
caluya-camiguin_sur	locus166	0.0	0.0
lubang-mindoro_n	locus166	0.0	0.0
maestre_de_campo-mindoro_s	locus166	0.0	0.0
masbate-panay_ne	locus166	0.0	0.0
negros-panay_sw	locus166	0.0	0.0
caluya-camiguin_sur	locus167	0.0	0.0
lubang-mindoro_n	locus167	0.0	0.0
maestre_de_campo-mindoro_s	locus167	0.0	0.0
masbate-panay_ne	locus167	0.0	0.0
negros-panay_sw	locus167	0.0	0.0
caluya-camiguin_sur	locus168	0.0	0.0
lubang-mindoro_n	locus168	0.0	0.0
maestre_de_campo-mindoro_s	locus168	0.0	0.0
masbate-panay_ne	locus168	0.0	0.0
negros-panay_sw	locus168	0.0	0.0
caluya-camiguin_sur	locus169	0.0	0.0
lubang-mindoro_n	locus169	0.0	0.0
maestre_de_campo-mindoro_s	locus169	0.0	0.0
masbate-panay_ne	locus169	0.0	0.0
negros-panay_sw	locus169	0.0	0.0
caluya-camiguin_sur	locus170	0.0	0.0
lubang-mindoro_n	locus170	0.0	0.0
maestre_de_campo-mindoro_s	locus170	0.0	0.0
masbate-panay_ne	locus170	0.0	0.0
negros-panay_sw	locus170	0.0	0.0
caluya-camiguin_sur	locus171	0.0	0.0
lubang-mindoro_n	locus171	0.0	0.0
maestre_de_campo-mindoro_s	locus171	0.0	0.0
masbate-panay_ne	locus171	0.0	0.0
negros-panay_sw	locus171	0.0	0.0
caluya-camiguin_sur	locus172	0.0	0.0
lubang-mindoro_n	locus172	0.0	0.0
maestre_de_campo-mindoro_s	locus172	0.0	0.0
masbate-panay_ne	locus172	0.0	0.0
negros-panay_sw	locus172	0.0	0.0
caluya-camiguin_sur	locus173	0.0	0.0
lubang-mindoro_n	locus173	0.0	0.0
maestre_de_campo-mindoro_s	locus173	0.0	0.0
masbate-panay_ne	locus173	0.0	0.0
negros-panay_sw	locus173	0.0	0.0
caluya-camiguin_sur	locus174	0.0	0.0
lubang-mindoro_n	locus174	0.0	0.0
maestre_de_campo-mindoro_s	locus174	0.0	0.0
masbate-panay_ne	locus174	0.0	0.0
negros-panay_sw	locus174	0.0	0.0
caluya-camiguin_sur	locus175	0.0	0.0
lubang-mindoro_n	locus175	0.0	0.0
maestre_de_campo-mindoro_s	locus175	0.0	0.0
masbate-panay_ne	locus175	0.0	0.0
negros-panay_sw	locus175	0.0	0.0
caluya-camiguin_sur	locus176	0.0	0.0
lubang-mindoro_n	locus176	0.0	0.0
maestre_de_campo-mindoro_s	locus176	0.0	0.0
masbate-panay_ne	locus176	0.0	0.0
negros-panay_sw	locus176	0.0	0.0
caluya-camiguin_sur	locus177	0.0	0.0
lubang-mindoro_n	locus177	0.0	0.0
maestre_de_campo-mindoro_s	locus177	0.0	0.0
masbate-panay_ne	locus177	0.0	0.0
negros-panay_sw	locus177	0.0	0.0
caluya-camiguin_sur	locus178	0.0	0.0
lubang-mindoro_n	locus178	0.0	0.0
maestre_de_campo-mindoro_s	locus178	0.0	0.0
masbate-panay_ne	locus178	0.0	0.0
negros-panay_sw	locus178	0.0	0.0
caluya-camiguin_sur	locus179	0.0	0.0
lubang-mindoro_n	locus179	0.0	0.0
maestre_de_campo-mindoro_s	locus179	0.0	0.0
masbate-panay_ne	locus179	0.0	0.0
negros-panay_sw	locus179	0.0	0.0
caluya-camiguin_sur	locus180	0.0	0.0
lubang-mindoro_n	locus180	0.0	0.0
maestre_de_campo-mindoro_s	locus180	0.0	0.0
masbate-panay_ne	locus180	0.0	0.0
negros-panay_sw	locus180	0.0	0.0
caluya-camiguin_sur	locus181	0.0	0.0
lubang-mindoro_n	locus181	0.0	0.0
maestre_de_campo-mindoro_s	locus181	0.0	0.0
masbate-panay_ne	locus181	0.0	0.0
negros-panay_sw	locus181	0.0	0.0
caluya-camiguin_sur	locus182	0.0	0.0
lubang-mindoro_n	locus182	0.0	0.0
maestre_de_campo-mindoro_s	locus182	0.0	0.0
masbate-panay_ne	locus182	0.0	0.0
negros-panay_sw	locus182	0.0	0.0
caluya-camiguin_sur	locus183	0.0	0.0
lubang-mindoro_n	locus183	0.0078431372549	0.0
maestre_de_campo-mindoro_s	locus183	0.0	0.0
masbate-panay_ne	locus183	0.0	0.0
negros-panay_sw	locus183	0.0	0.0
caluya-camiguin_sur	locus184	0.0	0.0
lubang-mindoro_n	locus184	0.0	0.0
maestre_de_campo-mindoro_s	locus184	0.0	0.0
masbate-panay_ne	locus184	0.0	0.0
negros-panay_sw	locus184	0.0	0.0
caluya-camiguin_sur	locus185	0.0	0.0
lubang-mindoro_n	locus185	0.0	0.0
maestre_de_campo-mindoro_s	locus185	0.0	0.0
masbate-panay_ne	locus185	0.0	0.0
negros-panay_sw	locus185	0.0	0.00574712643678
caluya-camiguin_sur	locus186	0.00674157303371	0.0
lubang-mindoro_n	locus186	0.0	0.0
maestre_de_campo-mindoro_s	locus186	0.0	0.0
masbate-panay_ne	locus186	0.0	0.0
negros-panay_sw	locus186	0.0	0.0
caluya-camiguin_sur	locus187	0.0	0.0
lubang-mindoro_n	locus187	0.0	0.0
maestre_de_campo-mindoro_s	locus187	0.0	0.0
masbate-panay_ne	locus187	0.0	0.0
negros-panay_sw	locus187	0.0	0.0
caluya-camiguin_sur	locus188	0.0	0.0
lubang-mindoro_n	locus188	0.0	0.0
maestre_de_campo-mindoro_s	locus188	0.0	0.0
masbate-panay_ne	locus188	0.0	0.0
negros-panay_sw	locus188	0.0	0.0
caluya-camiguin_sur	locus189	0.0	0.0
lubang-mindoro_n	locus189	0.0	0.0
maestre_de_campo-mindoro_s	locus189	0.0	0.0
masbate-panay_ne	locus189	0.0	0.0
negros-panay_sw	locus189	0.0	0.00568181818182
caluya-camiguin_sur	locus190	0.0	0.0
lubang-mindoro_n	locus190	0.0	0.0
maestre_de_campo-mindoro_s	locus190	0.0	0.0
masbate-panay_ne	locus190	0.0	0.0
negros-panay_sw	locus190	0.0	0.0
caluya-camiguin_sur	locus191	0.0	0.0
lubang-mindoro_n	locus191	0.0	0.0
maestre_de_campo-mindoro_s	locus191	0.0	0.0
masbate-panay_ne	locus191	0.0	0.0
negros-panay_sw	locus191	0.0	0.0
caluya-camiguin_sur	locus192	0.0	0.0
lubang-mindoro_n	locus192	0.0	0.0
maestre_de_campo-mindoro_s	locus192	0.0	0.0
masbate-panay_ne	locus192	0.0	0.0
negros-panay_sw	locus192	0.0	0.0
caluya-camiguin_sur	locus193	0.0	0.0
lubang-mindoro_n	locus193	0.0	0.0
maestre_de_campo-mindoro_s	locus193	0.0	0.0
masbate-panay_ne	locus193	0.0	0.0
negros-panay_sw	locus193	0.0	0.0
caluya-camiguin_sur	locus194	0.0	0.0
lubang-mindoro_n	locus194	0.0	0.0
maestre_de_campo-mindoro_s	locus194	0.0	0.0
masbate-panay_ne	locus194	0.0	0.0
negros-panay_sw	locus194	0.0	0.0
caluya-camiguin_sur	locus195	0.0	0.0
lubang-mindoro_n	locus195	0.0	0.0
maestre_de_campo-mindoro_s	locus195	0.0222222222222	0.0
masbate-panay_ne	locus195	0.0	0.0
negros-panay_sw	locus195	0.0	0.0
caluya-camiguin_sur	locus196	0.0	0.0
lubang-mindoro_n	locus196	0.0	0.0
maestre_de_campo-mindoro_s	locus196	0.0	0.0
masbate-panay_ne	locus196	0.0	0.0
negros-panay_sw	locus196	0.0	0.0
caluya-camiguin_sur	locus197	0.0	0.0
lubang-mindoro_n	locus197	0.0	0.0
maestre_de_campo-mindoro_s	locus197	0.0	0.0
masbate-panay_ne	locus197	0.0	0.0
negros-panay_sw	locus197	0.0	0.0
caluya-camiguin_sur	locus198	0.0	0.0
lubang-mindoro_n	locus198	0.0	0.00749063670412
maestre_de_campo-mindoro_s	locus198	0.0	0.0
masbate-panay_ne	locus198	0.0	0.0
negros-panay_sw	locus198	0.0	0.0
caluya-camiguin_sur	locus199	0.0	0.0
lubang-mindoro_n	locus199	0.0	0.0
maestre_de_campo-mindoro_s	locus199	0.0	0.0
masbate-panay_ne	locus199	0.0	0.0
negros-panay_sw	locus199	0.0	0.0
caluya-camiguin_sur	locus200	0.0	0.0
lubang-mindoro_n	locus200	0.0	0.0
maestre_de_campo-mindoro_s	locus200	0.0	0.0
masbate-panay_ne	locus200	0.0	0.0
negros-panay_sw	locus200	0.0	0.00470588235294
caluya-camiguin_sur	locus201	0.0	0.0
lubang-mindoro_n	locus201	0.0	0.0
maestre_de_campo-mindoro_s	locus201	0.0	0.0
masbate-panay_ne	locus201	0.0	0.0
negros-panay_sw	locus201	0.0	0.0
caluya-camiguin_sur	locus202	0.0	0.0
lubang-mindoro_n	locus202	0.0	0.0
maestre_de_campo-mindoro_s	locus202	0.0	0.0
masbate-panay_ne	locus202	0.0	0.0
negros-panay_sw	locus202	0.0	0.0
caluya-camiguin_sur	locus203	0.0	0.0
lubang-mindoro_n	locus203	0.0	0.0
maestre_de_campo-mindoro_s	locus203	0.0	0.0
masbate-panay_ne	locus203	0.0	0.0
negros-panay_sw	locus203	0.0	0.0
caluya-camiguin_sur	locus204	0.0	0.0
lubang-mindoro_n	locus204	0.0	0.0
maestre_de_campo-mindoro_s	locus204	0.0	0.0
masbate-panay_ne	locus204	0.0	0.0
negros-panay_sw	locus204	0.0	0.0
caluya-camiguin_sur	locus205	0.0	0.0
lubang-mindoro_n	locus205	0.0	0.0
maestre_de_campo-mindoro_s	locus205	0.0	0.0
masbate-panay_ne	locus205	0.0	0.0
negros-panay_sw	locus205	0.0	0.0
caluya-camiguin_sur	locus206	0.0	0.0
lubang-mindoro_n	locus206	0.0	0.0
maestre_de_campo-mindoro_s	locus206	0.0	0.0
masbate-panay_ne	locus206	0.0	0.0
negros-panay_sw	locus206	0.0	0.0
caluya-camiguin_sur	locus207	0.0	0.0
lubang-mindoro_n	locus207	0.0	0.0
maestre_de_campo-mindoro_s	locus207	0.0	0.0
masbate-panay_ne	locus207	0.0	0.0
negros-panay_sw	locus207	0.0	0.0
caluya-camiguin_sur	locus208	0.0	0.0
lubang-mindoro_n	locus208	0.0	0.0
maestre_de_campo-mindoro_s	locus208	0.0	0.0
masbate-panay_ne	locus208	0.0	0.0
negros-panay_sw	locus208	0.0	0.0
caluya-camiguin_sur	locus209	0.0	0.0
lubang-mindoro_n	locus209	0.0	0.0
maestre_de_campo-mindoro_s	locus209	0.0	0.0
masbate-panay_ne	locus209	0.00803212851406	0.0
negros-panay_sw	locus209	0.0	0.0
caluya-camiguin_sur	locus210	0.0	0.0
lubang-mindoro_n	locus210	0.0	0.0
maestre_de_campo-mindoro_s	locus210	0.0	0.0
masbate-panay_ne	locus210	0.0	0.0
negros-panay_sw	locus210	0.0	0.0
caluya-camiguin_sur	locus211	0.0	0.0
lubang-mindoro_n	locus211	0.0	0.0
maestre_de_campo-mindoro_s	locus211	0.0	0.0
masbate-panay_ne	locus211	0.0	0.0
negros-panay_sw	locus211	0.0	0.00555555555556
caluya-camiguin_sur	locus212	0.0	0.0
lubang-mindoro_n	locus212	0.0	0.0
maestre_de_campo-mindoro_s	locus212	0.0	0.0
masbate-panay_ne	locus212	0.0	0.0
negros-panay_sw	locus212	0.00617283950617	0.0
caluya-camiguin_sur	locus213	0.0	0.0
lubang-mindoro_n	locus213	0.0	0.0
maestre_de_campo-mindoro_s	locus213	0.0	0.0
masbate-panay_ne	locus213	0.0	0.0
negros-panay_sw	locus213	0.0	0.0
caluya-camiguin_sur	locus214	0.00444444444444	0.0
lubang-mindoro_n	locus214	0.0	0.0
maestre_de_campo-mindoro_s	locus214	0.0	0.0
masbate-panay_ne	locus214	0.0	0.0
negros-panay_sw	locus214	0.0	0.0
caluya-camiguin_sur	locus215	0.0	0.0
lubang-mindoro_n	locus215	0.0	0.0
maestre_de_campo-mindoro_s	locus215	0.0	0.0
masbate-panay_ne	locus215	0.0	0.0
negros-panay_sw	locus215	0.0	0.0
caluya-camiguin_sur	locus216	0.0	0.0
lubang-mindoro_n	locus216	0.0	0.0
maestre_de_campo-mindoro_s	locus216	0.0	0.0
masbate-panay_ne	locus216	0.0	0.0
negros-panay_sw	locus216	0.0	0.0
caluya-camiguin_sur	locus217	0.0	0.0
lubang-mindoro_n	locus217	0.0	0.0
maestre_de_campo-mindoro_s	locus217	0.0	0.0
masbate-panay_ne	locus217	0.0	0.0
negros-panay_sw	locus217	0.0	0.0
caluya-camiguin_sur	locus218	0.0	0.0
lubang-mindoro_n	locus218	0.0	0.0
maestre_de_campo-mindoro_s	locus218	0.0	0.0
masbate-panay_ne	locus218	0.0	0.0
negros-panay_sw	locus218	0.0	0.0
caluya-camiguin_sur	locus219	0.0	0.0
lubang-mindoro_n	locus219	0.0	0.0
maestre_de_campo-mindoro_s	locus219	0.0	0.0
masbate-panay_ne	locus219	0.0	0.0
negros-panay_sw	locus219	0.0	0.0
caluya-camiguin_sur	locus220	0.0	0.0
lubang-mindoro_n	locus220	0.0	0.0
maestre_de_campo-mindoro_s	locus220	0.0	0.0
masbate-panay_ne	locus220	0.0	0.0
negros-panay_sw	locus220	0.0	0.0
caluya-camiguin_sur	locus221	0.0	0.0
lubang-mindoro_n	locus221	0.0	0.0
maestre_de_campo-mindoro_s	locus221	0.0	0.0
masbate-panay_ne	locus221	0.0	0.0
negros-panay_sw	locus221	0.0	0.0
caluya-camiguin_sur	locus222	0.0	0.0
lubang-mindoro_n	locus222	0.0	0.0
maestre_de_campo-mindoro_s	locus222	0.0	0.0
masbate-panay_ne	locus222	0.0	0.0
negros-panay_sw	locus222	0.0	0.0
caluya-camiguin_sur	locus223	0.0	0.0
lubang-mindoro_n	locus223	0.0	0.0
maestre_de_campo-mindoro_s	locus223	0.0	0.0
masbate-panay_ne	locus223	0.0	0.0
negros-panay_sw	locus223	0.0	0.0
caluya-camiguin_sur	locus224	0.0	0.0
lubang-mindoro_n	locus224	0.0	0.0
maestre_de_campo-mindoro_s	locus224	0.0	0.0
masbate-panay_ne	locus224	0.0	0.0
negros-panay_sw	locus224	0.00793650793651	0.0
caluya-camiguin_sur	locus225	0.0	0.0
lubang-mindoro_n	locus225	0.0	0.0
maestre_de_campo-mindoro_s	locus225	0.0	0.0
masbate-panay_ne	locus225	0.0	0.0
negros-panay_sw	locus225	0.0	0.0
caluya-camiguin_sur	locus226	0.0	0.0
lubang-mindoro_n	locus226	0.0	0.0
maestre_de_campo-mindoro_s	locus226	0.0	0.0
masbate-panay_ne	locus226	0.0	0.0
negros-panay_sw	locus226	0.0	0.00568181818182
caluya-camiguin_sur	locus227	0.0	0.0
lubang-mindoro_n	locus227	0.0	0.00740740740741
maestre_de_campo-mindoro_s	locus227	0.0	0.0
masbate-panay_ne	locus227	0.0	0.0
negros-panay_sw	locus227	0.0	0.0
caluya-camiguin_sur	locus228	0.0	0.0
lubang-mindoro_n	locus228	0.0	0.0
maestre_de_campo-mindoro_s	locus228	0.0	0.0
masbate-panay_ne	locus228	0.0	0.0
negros-panay_sw	locus228	0.0	0.0
caluya-camiguin_sur	locus229	0.0	0.0
lubang-mindoro_n	locus229	0.0	0.0
maestre_de_campo-mindoro_s	locus229	0.0	0.0
masbate-panay_ne	locus229	0.0	0.0
negros-panay_sw	locus229	0.0	0.0
caluya-camiguin_sur	locus230	0.0	0.0
lubang-mindoro_n	locus230	0.0	0.0
maestre_de_campo-mindoro_s	locus230	0.0	0.0
masbate-panay_ne	locus230	0.0	0.0
negros-panay_sw	locus230	0.0	0.0
caluya-camiguin_sur	locus231	0.0	0.0
lubang-mindoro_n	locus231	0.0	0.0
maestre_de_campo-mindoro_s	locus231	0.0	0.0
masbate-panay_ne	locus231	0.0	0.0
negros-panay_sw	locus231	0.0	0.0
caluya-camiguin_sur	locus232	0.0	0.0
lubang-mindoro_n	locus232	0.0	0.0
maestre_de_campo-mindoro_s	locus232	0.0	0.0
masbate-panay_ne	locus232	0.0	0.0
negros-panay_sw	locus232	0.0	0.0
caluya-camiguin_sur	locus233	0.0	0.0
lubang-mindoro_n	locus233	0.0	0.0
maestre_de_campo-mindoro_s	locus233	0.0	0.00757575757576
masbate-panay_ne	locus233	0.0	0.0
negros-panay_sw	locus233	0.0	0.0
caluya-camiguin_sur	locus234	0.0	0.0
lubang-mindoro_n	locus234	0.0	0.0
maestre_de_campo-mindoro_s	locus234	0.0	0.0
masbate-panay_ne	locus234	0.0	0.0
negros-panay_sw	locus234	0.0	0.0
caluya-camiguin_sur	locus235	0.0	0.0
lubang-mindoro_n	locus235	0.0	0.0
maestre_de_campo-mindoro_s	locus235	0.0	0.0
masbate-panay_ne	locus235	0.0	0.0
negros-panay_sw	locus235	0.0	0.0
caluya-camiguin_sur	locus236	0.0	0.0
lubang-mindoro_n	locus236	0.0	0.0
