catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	paic	locality	lat	long	tissue	tissue_sample.found	tissue_sample.material	tissue_sample.preservative	tissue_sample.tube_data	tissue_sample.notes	extraction.protocol	extraction.rnase	extraction.qubit	extraction.notes	extraction.gel_lane	extraction.plate	extraction.row	extraction.column	extraction.dilution	cam_extract	cam_extract_cell	date	source
KU	304832	RMB	5953	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F5	True	liver	etoh	{}		guanidine thiocyanate	True	240.0		204	2	E	7	5.0	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328812	RMB	13764	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.4053400	123.6768300	Z-382-B3	True	liver	etoh	{}		guanidine thiocyanate	True	63.5		219	2	G	8	5.0	False		2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302718	CDS	46	Gekko	gigante	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Sitio Antonia, Barangay Gabi			E-74-30	True	liver	etoh	{}		guanidine thiocyanate	True	229.0		231	2	A	10	5.0	True	E1	2000-09-06	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	320350	CDS	3869	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-F9	True	liver	etoh	{}		guanidine thiocyanate	True	93.1		79	1	F	7	5.0	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320392	CDS	3868	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-F8	True	liver	etoh	{}		guanidine thiocyanate	True	9.61		244	2	F	11	5.0	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324376	CDS	4341	Cyrtodactylus	philippinicus	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.6759900	123.1877700	W-340-G4	True	liver	etoh	{}		guanidine thiocyanate	True	139.0		140	2	E	1	5.0	False		2009-07-21	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309330	RMB	7859	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-D9	True	liver	etoh	{}		guanidine thiocyanate	True	28.6		169	2	H	3	5.0	False		2007-03-31	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	315348	RMB	8789	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-E9	True	liver	etoh	{}		guanidine thiocyanate	True	123.0		330	3	F	7	5.0	True	C2	2008-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	320391	CDS	3867	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-F7	True	liver	etoh	{}		guanidine thiocyanate	True	31.3		243	2	E	11	5.0	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320390	CDS	3866	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-F6	True	liver	etoh	{}		guanidine thiocyanate	True	26.4		242	2	D	11	5.0	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328813	RMB	13766	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.4053400	123.6768300	Z-382-B5	True	liver	etoh	{}		guanidine thiocyanate	True	23.4		220	2	H	8	5.0	False		2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305431	ELR	682	Cyrtodactylus	philippinicus	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay			K-153-F2	True	liver	etoh	{}		guanidine thiocyanate	True	272.0		136	2	A	1	5.0	False		2006-09-18	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305430	ELR	681	Cyrtodactylus	philippinicus	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay			K-153-F1	True	liver	etoh	{}		guanidine thiocyanate	True	103.0		135	1	H	12	5.0	False		2006-09-18	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	329353	RMB	13966	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-418-D5	True	liver	etoh	{}	Tube looks like 13965	guanidine thiocyanate	True	368.0		100	1	D	9	5.0	False		2011-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304786	RMB	5907	Cyrtodactylus	philippinicus	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name "Asked"			H-111-A5	True	liver	etoh	{}		guanidine thiocyanate	True	31.8		67	1	F	6	5.0	True	A2	2006-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	322260	RMB	12582	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-308-B7	True	liver	etoh	{}		guanidine thiocyanate	True	41.5		187	2	F	5	5.0	False		2009-06-07	ku_gekkonid_tissues.txt
KU	304785	RMB	5906	Cyrtodactylus	philippinicus	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name "Asked"			H-111-A4	True	liver	etoh	{}		guanidine thiocyanate	True	113.0		66	1	E	6	5.0	False		2006-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	329348	RMB	13961	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-418-C9	True	liver	etoh	{}		guanidine thiocyanate	True	220.0		95	1	B	9	5.0	False		2011-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	306614	RMB	6628	Cyrtodactylus	philippinicus	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay			K-152-F8	True	liver	etoh	{}		guanidine thiocyanate	True	129.0		139	2	D	1	5.0	False		2006-10-24	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310103	RMB	8445	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-244-A9	True	liver	etoh	{}		guanidine thiocyanate	True	85.8		64	1	C	6	5.0	False		2007-08-04	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310102	RMB	8444	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-244-A8	True	liver	etoh	{}		guanidine thiocyanate	True	173.0		63	1	B	6	5.0	False		2007-08-04	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	315345	RMB	8790	Cyrtodactylus	philippinicus	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-F1	True	liver	etoh	{}		guanidine thiocyanate	True	137.0		164	2	E	3	5.0	False		2008-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309363	RMB	8201	Cyrtodactylus	annulatus	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Mambajao; Barangay Pandan, Sito Pamahawan			Q-241-B1	True	liver	etoh	{}		guanidine thiocyanate	True	111.0		9	1	F	1	5.0	False		2007-06-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307062	RMB	6431	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-B9	True	liver	etoh	{}		guanidine thiocyanate	True	114.0		294	3	A	4	5.0	False		2006-09-30	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309627	RMB	7873	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Boundary of Barangay Samarinana and Saubg: Mt. Mantalingahan: Area "Pitang"	8.7637167	117.6867000	M-192-F4	True	liver	etoh	{}		guanidine thiocyanate	True	8.58		170	2	A	4	5.0	False		2007-04-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313815	RMB	9693	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-272-G1	True	liver	etoh	{}		guanidine thiocyanate	True	101.0		108	1	B	10	5.0	False		2008-06-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	326521	RMB	8932	Cyrtodactylus	gubaot	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H2	True	liver	etoh	{}		guanidine thiocyanate	True	186.0		44	1	F	4	5.0	False		2008-04-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310800	CDS	2984	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8025500	125.2927600	Q-252-G6	True	liver	etoh	{}		guanidine thiocyanate	True	8.78		174	2	D	4	5.0	False		2007-10-22	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	308455	ELR	911	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan	13.4491667	120.4241667	L-176-C6	True	liver	etoh	{}		guanidine thiocyanate	True	35.4		271	3	B	2	5.0	False		2007-01-04	ku_gekkonid_tissues.txt
KU	310099	RMB	8418	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-G9	True	liver	etoh	{}		guanidine thiocyanate	True	165.0		60	1	A	6	5.0	False		2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302650	CDS	1112	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525833	121.9682000	E-73-31	True	liver	etoh	{}		guanidine thiocyanate	True	134.0		150	2	C	2	5.0	False		2001-03-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328817	RMB	13770	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.4053400	123.6768300	Z-382-B9	True	liver	etoh	{}		guanidine thiocyanate	True	25.7		224	2	C	9	5.0	False		2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	300201	CDS	161	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-75	True	liver	etoh	{}		guanidine thiocyanate	True	48.5		215	2	E	8	5.0	False		2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	5042	LSUHC	5042	Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Sungai Mentawak			B-24-None	True	liver	etoh	{}		guanidine thiocyanate	True	89.2		387	3	E	12	5.0	False			ku_freezer.txt
KU	315346	RMB	8754	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-B2	True	liver	etoh	{}		guanidine thiocyanate	True	127.0		328	3	D	7	5.0	True	B9	2008-01-06	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	330195	RMB	15119	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-415-C8	True	liver	etoh	{}		guanidine thiocyanate	True	161.0		105	1	G	9	5.0	False		2011-07-26	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328805	RMB	13670	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, "Sugcad Plaza"	13.4050800	123.6388200	Z-380-I7	True	liver	etoh	{}		guanidine thiocyanate	True	50.6		82	1	A	8	5.0	False		2011-01-05	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320349	CDS	3793	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-G4	True	liver	etoh	{}		guanidine thiocyanate	True	155.0		78	1	E	7	5.0	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307455	RMB	6332	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-81	True	liver	etoh	{}		guanidine thiocyanate	True	5.14		156	2	G	2	5.0	True	G9	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	309325	RMB	7721	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-190-H1	True	liver	etoh	{}	tube damaged and dry	guanidine thiocyanate	True	22.9		183	2	C	5	5.0	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
		RMB	7720	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-G9	True	liver	etoh	{}		guanidine thiocyanate	True	352.0		33	1	F	3	5.0	False			ku_freezer.txt
KU	325817	RMB	13571	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.4620000	121.2200000	Y-369-G5	True	liver	etoh	{}		guanidine thiocyanate	True	20.0		129	1	C	12	5.0	False		2010-01-15	ku_freezer.txt/ku_gekkonid_tissues.txt
		RMB	7725	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-H5	True	liver	etoh	{}		guanidine thiocyanate	True	45.0		36	1	A	4	5.0	False			ku_freezer.txt
KU	309331	RMB	7828	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A5	True	liver	etoh	{}		guanidine thiocyanate	True	83.9		190	2	A	6	5.0	True	D2	2007-03-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	319845	RMB	11714	Cyrtodactylus	annulatus	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-323-H2	True	liver	rnalater	{}		guanidine thiocyanate	True	228.0		29	1	D	3	5.0	False		2009-04-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	306613	RMB	6447	Cyrtodactylus	philippinicus	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay			K-150-D7	True	liver	etoh	{}		guanidine thiocyanate	True	61.9		137	2	B	1	5.0	True	H7	2006-10-01	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	324370	CDS	4659	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-H9	True	liver	etoh	{}		guanidine thiocyanate	True	264.0		4	1	C	1	5.0	False		2009-08-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324369	CDS	4658	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-H8	True	liver	etoh	{}		guanidine thiocyanate	True	103.0		3	1	B	1	5.0	False		2009-08-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304784	RMB	5905	Cyrtodactylus	philippinicus	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name "Asked"			H-111-A3	True	liver	etoh	{}		guanidine thiocyanate	True	72.6		65	1	D	6	5.0	True	I9	2006-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304637	RMB	5757	Cyrtodactylus	philippinicus	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-109-B6	True	liver	etoh	{}		guanidine thiocyanate	True	164.0		71	1	A	7	5.0	False		2006-03-07	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	329533	RMB	14310	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Ilocos Norte Province; Municipality of Adams; Barangay Adams, Site 1, Mt. Pao	-18.4380000	120.8780000	AA-405-C9	True	liver	etoh	{}		guanidine thiocyanate	True	63.6		117	1	A	11	5.0	False		2011-06-20	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305137	CDS	1459	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-57	True	liver	etoh	{}		guanidine thiocyanate	True	108.0		263	3	B	1	5.0	False		2005-01-25	ku_gekkonid_tissues.txt
KU	309335	RMB	3118	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	B/O-20/220-A5/A6/F5	True	liver	etoh	{'box': '220', 'cell': 'F5'}		guanidine thiocyanate	True	19.0		189	2	H	5	5.0	False		2007-04-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305139	CDS	49	Gekko	gigante	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Granada			E-74-33	True	liver	etoh	{}		guanidine thiocyanate	True	465.0		229	2	G	9	5.0	False		2004-09-09	ku_freezer.txt/ku_gekkonid_tissues.txt
