box	cell	catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	paic	locality	lat	long	tissue	cam_extract	date	source
415	C8	KU	330195	RMB	15119	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-415-C8	False	2011-07-26	ku_freezer.txt/ku_gekkonid_tissues.txt
311	G4	KU	320349	CDS	3793	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-G4	False		ku_freezer.txt/ku_gekkonid_tissues.txt
		KU	331724	RMB	10867	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Burdeos; Burdeos	14.8880000	121.9380000		False	2011-07-31	ku_gekkonid_tissues.txt
		KU	331723	RMB	10866	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Burdeos; Burdeos	14.8880000	121.9380000		False	2011-07-31	ku_gekkonid_tissues.txt
74	30	KU	302718	CDS	46	Gekko	gigante	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Sitio Antonia, Barangay Gabi			E-74-30	True	2000-09-06	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
346	H9	KU	324370	CDS	4659	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-H9	False	2009-08-02	ku_freezer.txt/ku_gekkonid_tissues.txt
346	H8	KU	324369	CDS	4658	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-H8	False	2009-08-02	ku_freezer.txt/ku_gekkonid_tissues.txt
323	G9	KU	319658	RMB	11712	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-323-G9	False	2009-04-11	ku_freezer.txt/ku_gekkonid_tissues.txt
74	32	KU	302720	CDS	48	Gekko	gigante	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Granada			E-74-32	True	2000-09-08	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
74	33	KU	305139	CDS	49	Gekko	gigante	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Granada			E-74-33	False	2004-09-09	ku_freezer.txt/ku_gekkonid_tissues.txt
60	73	KU	300200	CDS	159	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-73	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
60	69	KU	300197	CDS	155	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-69	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
60	71	KU	300199	CDS	157	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-71	True	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
60	70	KU	300198	CDS	156	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-70	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
380	I1	KU	328803	RMB	13664	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-I1	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H8	KU	328825	RMB	13662	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-H8	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
54	LOOSE			NOSERIES	4679	Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	False		ku_freezer.txt
177	E2	KU	308550	ELR	1008	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name " Matingaram"	13.4630556	120.4122222	L-177-E2	False	2007-01-08	ku_gekkonid_tissues.txt
177	E3	KU	308551	ELR	1009	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name " Matingaram"	13.4630556	120.4122222	L-177-E3	False	2007-01-08	ku_gekkonid_tissues.txt
177	D9	KU	308548	ELR	1006	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name " Matingaram"	13.4630556	120.4122222	L-177-D9	False	2007-01-08	ku_gekkonid_tissues.txt
177	E1	KU	308549	ELR	1007	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name " Matingaram"	13.4630556	120.4122222	L-177-E1	False	2007-01-08	ku_gekkonid_tissues.txt
380	I6	KU	328804	RMB	13669	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, "Sugcad Plaza"	13.4050800	123.6388200	Z-380-I6	False	2011-01-05	ku_freezer.txt/ku_gekkonid_tissues.txt
398	E3	KU	330797	CDS	5822	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-398-E3	False	2011-05-11	ku_freezer.txt/ku_gekkonid_tissues.txt
405	C9	KU	329533	RMB	14310	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Ilocos Norte Province; Municipality of Adams; Barangay Adams, Site 1, Mt. Pao	-18.4380000	120.8780000	AA-405-C9	False	2011-06-20	ku_freezer.txt/ku_gekkonid_tissues.txt
		KU	331333	KUHFS	37	Cyrtopodion	elongatus	Mongolia			Bayankhongor; ; Suuj Bulag, Tsagaan Bogd UUL, Shinejinst	42.8822222	98.8183333		False	2011-07-18	ku_gekkonid_tissues.txt
381	F2	KU	328807	RMB	13719	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, "Sugcad Plaza"	13.4050800	123.6388200	Z-381-F2	False	2011-01-05	ku_freezer.txt/ku_gekkonid_tissues.txt
381	E5	KU	328806	RMB	13713	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, "Sugcad Plaza"	13.4050800	123.6388200	Z-381-E5	False	2011-01-05	ku_freezer.txt/ku_gekkonid_tissues.txt
150	E6	KU	306612	RMB	6455	Cyrtodactylus	philippinicus	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay			K-150-E6	False	2006-10-03	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C9	KU	330787	CDS	6054	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C9	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C6	KU	330784	CDS	6051	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C6	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C5	KU	330783	CDS	6050	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C5	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C8	KU	330786	CDS	6053	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C8	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C7	KU	330785	CDS	6052	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C7	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
261	F1	KU	315345	RMB	8790	Cyrtodactylus	philippinicus	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-F1	False	2008-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
307	F2	KU	322258	RMB	12532	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-307-F2	False	2009-06-05	ku_gekkonid_tissues.txt
307	F6	KU	322259	RMB	12536	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-307-F6	False	2009-06-05	ku_gekkonid_tissues.txt
398	E4	KU	330798	CDS	5823	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-398-E4	False	2011-05-11	ku_freezer.txt/ku_gekkonid_tissues.txt
74	47	KU	302729	CDS	63	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-47	False	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt
398	E5	KU	330799	CDS	5824	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-398-E5	False	2011-05-11	ku_freezer.txt/ku_gekkonid_tissues.txt
191	G2	KU	309334	RMB	7798	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Boundary of Barangay Samarinana and Saulog: Mt. Mantalingahan Range: Area "Pitang"	8.7503000	117.6896000	M-191-G2	True	2007-03-29	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
189	I2	KU	309323	RMB	7650	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-I2	False	2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
346	I1	KU	324371	CDS	4660	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-I1	False	2009-08-02	ku_freezer.txt/ku_gekkonid_tissues.txt
346	I2	KU	324372	CDS	4661	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-I2	False	2009-08-02	ku_freezer.txt/ku_gekkonid_tissues.txt
312	I6	KU	320393	CDS	3894	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-I6	False		ku_freezer.txt/ku_gekkonid_tissues.txt
312	I7	KU	320394	CDS	3895	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-I7	False		ku_freezer.txt/ku_gekkonid_tissues.txt
376	C8	LSUHC	5597	LSUHC	5597	Ptychozoon	lionotum	West Malaysia	Pulau Sibu					Z-376-C8	False		ku_freezer.txt
193	C1	KU	309291	RMB	7924	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-C1	False	2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
193	B9	KU	309290	RMB	7923	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-B9	False	2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
193	B8	KU	309289	RMB	7922	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-B8	False	2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
270	A8			SP	6891	Cyrtodactylus	baluensis	Malaysia	Kinabalu		Mt. Kinabalu Park; Kinabalu headquarters; ; CDS3506			R-270-A8	False		ku_freezer.txt
270	A9			SP	6892	Cyrtodactylus	baluensis	Malaysia	Kinabalu		Mt. Kinabalu Park; Kinabalu headquarters; ; CDS3507			R-270-A9	True		ku_freezer.txt/gekkonid_lab_work.txt
243	G9	KU	310099	RMB	8418	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-G9	False	2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
243	G7	KU	310112	RMB	8416	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-G7	False	2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
243	G8	KU	310098	RMB	8417	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-G8	False	2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
150	D9	KU	307064	RMB	6449	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-D9	False	2006-10-02	ku_freezer.txt/ku_gekkonid_tissues.txt
287	C3	KU	314004	RMB	9529	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.4700000	-121.9910000	T-287-C3	False	2008-05-31	ku_gekkonid_tissues.txt
111	H6	KU	304851	RMB	5972	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H6	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
99	G9	KU	302642	CDS	1558	Cyrtodactylus	philippinicus	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.7608100	122.0397400	G-99-G9	True	2001-11-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
111	H4	KU	304849	RMB	5970	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H4	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
111	H5	KU	304850	RMB	5971	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H5	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
125	65	KU	305568	CWL	88	Cyrtodactylus	annulatus	Philippines	Cebu	Visayan	Cebu Province; Municipality of Alcoy; Barangay Nug-as, CBCF field station	9.7136800	123.4467200	I-125-65	False	2006-06-11	ku_freezer.txt/ku_gekkonid_tissues.txt
125	66	KU	305569	CWL	89	Cyrtodactylus	annulatus	Philippines	Cebu	Visayan	Cebu Province; Municipality of Alcoy; Barangay Nug-as, CBCF field station	9.7136800	123.4467200	I-125-66	False	2006-06-11	ku_freezer.txt/ku_gekkonid_tissues.txt
99	G1	KU	302641	CDS	1550	Cyrtodactylus	philippinicus	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.7608100	122.0397400	G-99-G1	False	2001-11-24	ku_freezer.txt/ku_gekkonid_tissues.txt
308	B7	KU	322260	RMB	12582	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-308-B7	False	2009-06-07	ku_gekkonid_tissues.txt
396	H2	KU	330795	CDS	5686	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-396-H2	False	2011-05-09	ku_freezer.txt/ku_gekkonid_tissues.txt
308	B9	KU	322261	RMB	12584	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-308-B9	False	2009-06-07	ku_gekkonid_tissues.txt
380	I7	KU	328805	RMB	13670	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, "Sugcad Plaza"	13.4050800	123.6388200	Z-380-I7	False	2011-01-05	ku_freezer.txt/ku_gekkonid_tissues.txt
135	68	KU	307646	RMB	6319	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-68	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
135	67	KU	307645	RMB	6318	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-67	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
135	66	KU	307644	RMB	6317	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-66	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
135	65	KU	307643	RMB	6316	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-65	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
135	64	KU	307642	RMB	6315	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-64	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
135	63	KU	307641	RMB	6314	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-63	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
108	G8	KU	304609	RMB	5729	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-108-G8	False	2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
108	G7	KU	304608	RMB	5728	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-108-G7	False	2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
51	73	KU	302669	CDS	1230	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.7210500	121.3824167	D-51-73	True	2001-03-11	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
51	74	KU	302670	CDS	1231	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.7210500	121.3824167	D-51-74	True	2001-03-11	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
135	9	KU	307451	RMB	6259	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525500	121.9683167	I-135-9	False	2006-07-22	ku_freezer.txt/ku_gekkonid_tissues.txt
58	LOOSE	LSUHC	6437	LSUHC	6437	Ptychozoon	lionotum	West Malaysi	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-58-LOOSE	False		ku_freezer.txt
143	F3			PNM/CMNH H	1646	Cyrtodactylus	annulatus	Philippines	Mindanao		South Cotobato Province; Municipality of Kiamba; Barangay Banate; Mt Busa; Site 1			J-143-F3	False		ku_freezer.txt
308	B3	KU	322254	RMB	12578	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-308-B3	False	2009-06-07	ku_gekkonid_tissues.txt
		KU	331233	MEW	100	Cyrtopodion	elongatus	Mongolia			Omnogovi; ; Gurvantes Soum	43.5840000	100.0660000		False	2010-07-09	ku_gekkonid_tissues.txt
60	13	KU	302684	CDS	100	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-13	True	2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
109	B7	KU	304638	RMB	5758	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-109-B7	False	2006-03-07	ku_freezer.txt/ku_gekkonid_tissues.txt
152	F8	KU	306614	RMB	6628	Cyrtodactylus	philippinicus	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay			K-152-F8	False	2006-10-24	ku_freezer.txt/ku_gekkonid_tissues.txt
244	A9	KU	310103	RMB	8445	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-244-A9	False	2007-08-04	ku_freezer.txt/ku_gekkonid_tissues.txt
244	A8	KU	310102	RMB	8444	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-244-A8	False	2007-08-04	ku_freezer.txt/ku_gekkonid_tissues.txt
414	E9	KU	330193	RMB	15053	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-414-E9	False	2011-07-21	ku_freezer.txt/ku_gekkonid_tissues.txt
414	E8	KU	330192	RMB	15052	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-414-E8	False	2011-07-21	ku_freezer.txt/ku_gekkonid_tissues.txt
190	H1	KU	309325	RMB	7721	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-190-H1	False	2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
190	G9			RMB	7720	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-G9	False		ku_freezer.txt
190	H2			RMB	7722	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-H2	False		ku_freezer.txt
190	H5			RMB	7725	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-H5	False		ku_freezer.txt
190	H4			RMB	7724	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-H4	False		ku_freezer.txt
		KU	324379	CDS	4408	Cyrtodactylus	philippinicus	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.6759900	123.1877700		False	2009-07-24	ku_gekkonid_tissues.txt
