catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	paic	locality	lat	long	tissue	cam_extract	cam_extract_cell	date	source
KU	328825	RMB	13662	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-H8	False		2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307039	RMB	6353	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-B9	False		2006-09-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307038	RMB	6352	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-B8	False		2006-09-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307037	RMB	6351	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-B7	False		2006-09-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307036	RMB	6350	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-B6	False		2006-09-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310360	RMB	8263	Gekko	gecko	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Catarman; Ardent Hotspring			Q-241-H9	False		2007-06-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328806	RMB	13713	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, "Sugcad Plaza"	13.4050800	123.6388200	Z-381-E5	False		2011-01-05	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330787	CDS	6054	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C9	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	5195	LSUHC	5195	Cyrtodactylus	pulchellus	West Malaysia	Pulau Langkawi		West Malaysia, Kedah, Pulau Langkawi, Wat Wanraram				False			LSUHC_geckos.txt
KU	330784	CDS	6051	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C6	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3771	LSUHC	3771	Cyrtodactylus	tiomanensis	Wmalaysia	Tioman					Z-378-C8	True	C7		ku_freezer.txt/gekkonid_lab_work.txt
KU	330786	CDS	6053	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C8	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4888	LSUHC	4888	Cyrtodactylus	pubisulcus	East Malaysia			East Malaysia, Sarawak, Gunung Gading				False			LSUHC_geckos.txt
KU	322294	RMB	12588	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-308-C4	False		2009-06-07	ku_gekkonid_tissues.txt
KU	315345	RMB	8790	Cyrtodactylus	philippinicus	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-F1	False		2008-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2928	LSUHC	2928	Gekko	sp.	Vietnam			Vietnam, Ninh Thaun, Can Na				False			LSUHC_geckos.txt
KU	309882	RMB	8262	Gekko	gecko	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Catarman; Ardent Hotspring			Q-241-H8	False		2007-06-23	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	6280	LSUHC	6280	Ptychozoon	horsfieldii	Malaysia			Malaysia, Pahang, Cameron Highlands				False			LSUHC_geckos.txt
KU	310111	RMB	8382	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-C9	True	F9	2007-07-31	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	310109	RMB	8380	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-C7	False		2007-07-30	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310110	RMB	8381	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-C8	True	E9	2007-07-31	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	328826	RMB	13663	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-H9	False		2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	325833	RMB	13553	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.4970000	121.2090000	Y-369-E5	False		2010-01-16	ku_gekkonid_tissues.txt
LSUHC	4869	LSUHC	4869	Cyrtodactylus	batucolus	West Malaysia	Pulau Besar		West Malaysia, Melaka, Pulau Besar				False			LSUHC_geckos.txt
LSUHC	4465	LSUHC	4465	Cyrtodactylus	consobrinus	West Malaysia			West Malaysia, Johor, Bunker Trail				False			LSUHC_geckos.txt
LSUHC	5840	LSUHC	5840	Gekko	monarchus	Malaysia	Johor		Johor			Z-378-I6	True	H8		ku_freezer.txt/gekkonid_lab_work.txt
KU	313813	RMB	9686	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-272-F3	False		2008-06-22	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304148	CDS	209	Gekko	gecko	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong			E-61-45	False		2004-10-18	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3447	LSUHC	3447	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi		West Malaysia, Kedah, Pulau Langkawi				False			LSUHC_geckos.txt
LSUHC	5152	LSUHC	5152	Ptychozoon	kuhli	West Malaysia	Pulau Perhentian Besar		West Malaysia, Terengganu, Pulau Perhentian Besar				False			LSUHC_geckos.txt
LSUHC	5153	LSUHC	5153	Ptychozoon	kuhli	West Malaysia	Pulau Perhentian Besar		West Malaysia, Terengganu, Pulau Perhentian Besar				False			LSUHC_geckos.txt
LSUHC	5150	LSUHC	5150	Ptychozoon	lionotum	West Malaysia	Pulau Redang		West Malaysia, Terengganu, Pulau Redang				False			LSUHC_geckos.txt
LSUHC	5151	LSUHC	5151	Ptychozoon	lionotum	West Malaysia	Pulau Redang		West Malaysia, Terengganu, Pulau Redang				False			LSUHC_geckos.txt
LSUHC	2971	LSUHC	2971	Cyrtodactylus	condorensis	Vietnam	Con Son		Vietnam, Ba Ria Vung Tau, Con Dao, Con Son Island				False			LSUHC_geckos.txt
KU	302691	CDS	639	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; Municipality of Caluya; Barangay Tinogboc			E-67-5	False		2000-11-15	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2973	LSUHC	2973	Cyrtodactylus	condorensis	Vietnam	Con Son		Vietnam, Ba Ria Vung Tau, Con Dao, Con Son Island				False			LSUHC_geckos.txt
LSUHC	2972	LSUHC	2972	Cyrtodactylus	condorensis	Vietnam	Con Son		Vietnam, Ba Ria Vung Tau, Con Dao, Con Son Island				False			LSUHC_geckos.txt
KU	330187	RMB	14902	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-412-G4	False		2011-07-19	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305447	ELR	728	Gekko	gecko	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Calintaan; Barangay Malpalon			K-154-B3	False		2006-09-22	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304158	CDS	636	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; ; Municipality of Caluya, Barangay Tinoboc			E-67-2	False		2004-11-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330186	RMB	14901	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-412-G3	False		2011-07-19	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2979	LSUHC	2979	Cyrtodactylus	cf. condorensis	Vietnam			Vietnam, Hon Son				False			LSUHC_geckos.txt
KU	302647	CDS	1003	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525833	121.9682000	E-72-2	False		2001-03-01	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4702	LSUHC	4702	Cyrtodactylus	pulchellus	West Malaysia	Pulau Langkawi		West Malaysia, Kedah, Pulau Langkawi				False			LSUHC_geckos.txt
KU	322258	RMB	12532	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-307-F2	False		2009-06-05	ku_gekkonid_tissues.txt
KU	302690	CDS	634	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; Municipality of Caluya; Barangay Tinogboc			E-66-81	False		2000-11-15	ku_freezer.txt/ku_gekkonid_tissues.txt
		PNM/CMNH H	1293	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-143-D7	False			ku_freezer.txt
KU	324384	CDS	4842	Gekko	gecko	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Sierra Bullones; Barangay Danicop, Raja Sikatuna Natural Park			X-349-B2	False		2009-08-05	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	322259	RMB	12536	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-307-F6	False		2009-06-05	ku_gekkonid_tissues.txt
LSUHC	4464	LSUHC	4464	Cyrtodactylus	consobrinus	West Malaysia			West Malaysia, Johor, Bunker Trail				False			LSUHC_geckos.txt
KU	330798	CDS	5823	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-398-E4	False		2011-05-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302700	CDS	1372	Gekko	gecko	Philippines	Sibuyan	Romblon	Romblon Province; Municipaity of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.6643500	D-47-68	False		2001-03-20	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330799	CDS	5824	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-398-E5	False		2011-05-11	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3077	LSUHC	3077	Cyrtodactylus	sp.	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
LSUHC	3076	LSUHC	3076	Cyrtodactylus	sp.	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
LSUHC	3075	LSUHC	3075	Cyrtodactylus	sp.	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
LSUHC	3074	LSUHC	3074	Cyrtodactylus	sp.	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
LSUHC	3073	LSUHC	3073	Cyrtodactylus	sp.	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
LSUHC	3072	LSUHC	3072	Cyrtodactylus	intermedius	Vietnam	Phu Quoc		Vietnam, Phu Quoc Island, Suoi Tranh stream				False			LSUHC_geckos.txt
		RMB	2248	Gekko	gigante	Philippines	Gigante					B-20-A2	False			ku_freezer.txt
LSUHC	3070	LSUHC	3070	Cyrtodactylus	intermedius	Vietnam	Phu Quoc		Vietnam, Phu Quoc Island, Suoi Tranh stream				False			LSUHC_geckos.txt
KU	309334	RMB	7798	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Boundary of Barangay Samarinana and Saulog: Mt. Mantalingahan Range: Area "Pitang"	8.7503000	117.6896000	M-191-G2	True	D1	2007-03-29	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	309323	RMB	7650	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-I2	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324371	CDS	4660	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-I1	False		2009-08-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324372	CDS	4661	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-I2	False		2009-08-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320393	CDS	3894	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-I6	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320394	CDS	3895	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-I7	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328824	RMB	13661	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-H7	False		2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304833	RMB	5954	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F6	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	303844	RMB	5503	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo			H-105-F3	False		2005-12-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	303843	RMB	5502	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo			H-105-F2	False		2005-12-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	303842	RMB	5501	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo			H-105-F1	True	I7	2005-12-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303841	RMB	5500	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo			H-105-E9	False		2005-12-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319652	RMB	11297	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay La Paz, Sitio Nancy	7.0850000	122.0270000	V-318-F5	False		2009-04-04	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4889	LSUHC	4889	Cyrtodactylus	pubisulcus	East Malaysia			East Malaysia, Sarawak, Gunung Gading				False			LSUHC_geckos.txt
KU	303968	RMB	5279	Gekko	gecko	Philippines	Lubang	Lubang	Occidental Mindoro Province; ; Municipality of Lubang, Barangay Parasio: NA	13.8486500	120.1226500	G-102-G8	False		2005-12-06	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4161	LSUHC	4161	Ptychozoon	horsfieldii	West Malaysia			West Malaysia, Pahang, Genting Highlands				False			LSUHC_geckos.txt
LSUHC	4263	LSUHC	4263	Gekko	gecko	West Malaysia			West Malaysia, Perlis, Kuala Perlis				False			LSUHC_geckos.txt
LSUHC	4267	LSUHC	4267	Gekko	gecko	West Malaysia			West Malaysia, Perlis, Kuala Perlis				False			LSUHC_geckos.txt
LSUHC	4266	LSUHC	4266	Gekko	gecko	West Malaysia			West Malaysia, Perlis, Kuala Perlis				False			LSUHC_geckos.txt
KU	309631	RMB	7921	Gekko	gecko	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-B7	False		2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309630	RMB	7920	Gekko	gecko	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-B6	False		2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310100	RMB	8427	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-H9	False		2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4269	LSUHC	4269	Gekko	gecko	West Malaysia			West Malaysia, Perlis, Kuala Perlis				False			LSUHC_geckos.txt
LSUHC	4268	LSUHC	4268	Gekko	gecko	West Malaysia			West Malaysia, Perlis, Kuala Perlis				False			LSUHC_geckos.txt
		SP	6891	Cyrtodactylus	baluensis	Malaysia	Kinabalu		Mt. Kinabalu Park; Kinabalu headquarters; ; CDS3506			R-270-A8	False			ku_freezer.txt
KU	309632	RMB	7929	Gekko	gecko	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Barangay Tacloban	9.2046500	118.0464833	M-193-C6	False		2007-04-04	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330783	CDS	6050	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C5	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
		RMB	7722	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-H2	False			ku_freezer.txt
KU	324421	CDS	4328	Hemidactylus	platyurus	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.6759900	123.1877700	W-340-E9	False		2009-07-22	ku_gekkonid_tissues.txt
		CDSGS	39	Gekko	mindorensis	Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-80-LOOSE	True	C1		ku_freezer.txt/gekkonid_lab_work.txt
KU	307990	RMB	7310	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Balatubat Kauringan			M-185-H5	False		2007-02-08	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4550	LSUHC	4550	Ptychozoon	lionotum	West Malaysia	Pulau Perhentian Besar		West Malaysia, Terengganu, Pulau Perhentian Besar				False			LSUHC_geckos.txt
KU	324418	CDS	4321	Hemidactylus	platyurus	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.6759900	123.1877700	W-340-E2	False		2009-07-22	ku_gekkonid_tissues.txt
KU	330785	CDS	6052	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C7	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310112	RMB	8416	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-G7	False		2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310098	RMB	8417	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-G8	False		2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324420	CDS	4327	Hemidactylus	platyurus	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.6759900	123.1877700	W-340-E8	False		2009-07-22	ku_gekkonid_tissues.txt
KU	319845	RMB	11714	Cyrtodactylus	annulatus	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-323-H2	False		2009-04-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314004	RMB	9529	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.4700000	-121.9910000	T-287-C3	False		2008-05-31	ku_gekkonid_tissues.txt
KU	320362	CDS	3734	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-A2	False			ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2157	LSUHC	2157	Ptychozoon	kuhli	Malaysia	Pulau Langkawi		Malaysia, Kedah, Pulau Langkawi, Tuju Telaga				False			LSUHC_geckos.txt
LSUHC	2156	LSUHC	2156	Ptychozoon	kuhli	Malaysia	Pulau Langkawi		Malaysia, Kedah, Pulau Langkawi, Tuju Telaga				False			LSUHC_geckos.txt
LSUHC	2155	LSUHC	2155	Ptychozoon	kuhli	Malaysia	Pulau Langkawi		Malaysia, Kedah, Pulau Langkawi, Tuju Telaga				False			LSUHC_geckos.txt
LSUHC	2154	LSUHC	2154	Ptychozoon	kuhli	Malaysia	Pulau Langkawi		Malaysia, Kedah, Pulau Langkawi, Tuju Telaga				False			LSUHC_geckos.txt
LSUHC	2159	LSUHC	2159	Ptychozoon	kuhli	Malaysia	Pulau Langkawi		Malaysia, Kedah, Pulau Langkawi, Tuju Telaga				False			LSUHC_geckos.txt
LSUHC	2158	LSUHC	2158	Ptychozoon	kuhli	Malaysia	Pulau Langkawi		Malaysia, Kedah, Pulau Langkawi, Tuju Telaga				False			LSUHC_geckos.txt
LSUHC	2965	LSUHC	2965	Cyrtodactylus	condorensis	Vietnam	Con Son		Vietnam, Ba Ria Vung Tau, Con Dao, Con Son Island				False			LSUHC_geckos.txt
LSUHC	4264	LSUHC	4264	Gekko	gecko	West Malaysia			West Malaysia, Perlis, Kuala Perlis				False			LSUHC_geckos.txt
		RMB	7720	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-G9	False			ku_freezer.txt
LSUHC	3061	LSUHC	3061	Cyrtodactylus	hontreensis	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
KU	320375	CDS	3805	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-H7	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320374	CDS	3804	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-H6	False			ku_freezer.txt/ku_gekkonid_tissues.txt
		CAS	221168	Ptychozoon	lionotum	Myanmar			Bago Division; Kyauk Taga Township; Yemwe Reserve Forest, Chaung Gwa Village			R-262-E8	False			ku_freezer.txt
KU	320371	CDS	3801	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-H3	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307063	RMB	6448	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-D8	False		2006-10-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320373	CDS	3803	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-H5	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320372	CDS	3802	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-H4	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304851	RMB	5972	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H6	False		2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	66	LSUHC	66	Gekko	smithii	West Malaysia	Pulau Perhentian Besar		West Malaysia, Terengganu, Pulau Perhentian Besar				False			LSUHC_geckos.txt
KU	304849	RMB	5970	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H4	False		2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304850	RMB	5971	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H5	False		2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305568	CWL	88	Cyrtodactylus	annulatus	Philippines	Cebu	Visayan	Cebu Province; Municipality of Alcoy; Barangay Nug-as, CBCF field station	9.7136800	123.4467200	I-125-65	False		2006-06-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305569	CWL	89	Cyrtodactylus	annulatus	Philippines	Cebu	Visayan	Cebu Province; Municipality of Alcoy; Barangay Nug-as, CBCF field station	9.7136800	123.4467200	I-125-66	False		2006-06-11	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	1024	LSUHC	1024	Gekko	smithii	Malaysia	Pulau Tulai		Malaysia, Johor, Pulau Tulai				False			LSUHC_geckos.txt
KU	305746	CWL	84	Gekko	gecko	Philippines	Cebu	Visayan	Cebu Province; Municipality of Alcoy; Barangay Nug-as, CBCF field station	9.7239800	123.4496400	I-125-61	False		2006-06-11	ku_freezer.txt/ku_gekkonid_tissues.txt
