box	cell	found	preservative	material	tube_data	notes	tube	field_number	field_series	genus	epithet	catalog_series	catalog_number	country	island	paic	locality	lat	long	tissue	extract	date	source
24			etoh				1	5042	LSUHC	Ptychozoon	kuhli	LSUHC	5042	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Sungai Mentawak			B-24-None	0		ku_freezer.txt
49	21		etoh				2	5184	RMB	Cyrtodactylus	philippinicus	KU	303848	Philippines	Sibuyan	Romblon	Romblon Province; Municipality of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.66435	D-49-21	1	38434	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
49	22		etoh				3	5185	RMB	Cyrtodactylus	philippinicus	KU	303849	Philippines	Sibuyan	Romblon	Romblon Province; Municipality of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.66435	D-49-22	1	38434	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
50	69		etoh				4	5125	RMB	Gekko	romblon	KU	303978	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Lunas, Watershed	12.5157667	122.2827833	D-50-69	0	38431	ku_freezer.txt/ku_gekkonid_tissues.txt
50	70		etoh				5	5124	RMB	Gekko	romblon	KU	303977	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Lunas, Watershed	12.5157667	122.2827833	D-50-70	1	38431	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
51	72		etoh				6	1229	CDS	Gekko	mindorensis	KU	302668	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.72105	121.3824167	D-51-72	1	36961	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
51	73		etoh				7	1230	CDS	Gekko	mindorensis	KU	302669	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.72105	121.3824167	D-51-73	1	36961	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
51	74		etoh				8	1231	CDS	Gekko	mindorensis	KU	302670	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.72105	121.3824167	D-51-74	1	36961	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
54	LOOSE		etoh				9	3835	NOSERIES	Ptychozoon	kuhli			Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	0		ku_freezer.txt
54	LOOSE		etoh				10	4679	NOSERIES	Ptychozoon	kuhli			Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	0		ku_freezer.txt
54	LOOSE		etoh				11	6433	NOSERIES	Ptychozoon	kuhli			Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	0		ku_freezer.txt
54	LOOSE		etoh				12	5539	NOSERIES	Ptychozoon	lionotum			West Malaysi	Pulau Sibu		West Malaysia, Johor, Pulau Sibu			D-54-LOOSE	0		ku_freezer.txt
54	LOOSE		etoh				13	5783	NOSERIES	Ptychozoon	lionotum			West Malaysi	Pulau Sibu		West Malaysia, Johor, Pulau Sibu			D-54-LOOSE	0		ku_freezer.txt
58	LOOSE		etoh				14	6437	LSUHC	Ptychozoon	lionotum	LSUHC	6437	West Malaysi	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-58-LOOSE	0		ku_freezer.txt
60	12		etoh				15	99	CDS	Gekko	mindorensis	KU	302683	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-12	0	36804	ku_freezer.txt/ku_gekkonid_tissues.txt
60	13		etoh				16	100	CDS	Gekko	mindorensis	KU	302684	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-13	1	36804	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
60	14		etoh				17	101	CDS	Gekko	mindorensis	KU	302685	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-14	1	36804	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
60	15		etoh				18	102	CDS	Gekko	mindorensis	KU	302686	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-15	1	36804	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
60	69		etoh				19	155	CDS	Gekko	ernstkelleri	KU	300197	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-69	0	38275	ku_freezer.txt/ku_gekkonid_tissues.txt
60	70		etoh				20	156	CDS	Gekko	ernstkelleri	KU	300198	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-70	0	38275	ku_freezer.txt/ku_gekkonid_tissues.txt
60	71		etoh				21	157	CDS	Gekko	ernstkelleri	KU	300199	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-71	1	38275	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
60	73		etoh				22	159	CDS	Gekko	ernstkelleri	KU	300200	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-73	0	38275	ku_freezer.txt/ku_gekkonid_tissues.txt
60	75		etoh				23	161	CDS	Gekko	ernstkelleri	KU	300201	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-75	0	38275	ku_freezer.txt/ku_gekkonid_tissues.txt
60	77		etoh				24	163	CDS	Gekko	ernstkelleri	KU	300202	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-77	0	38275	ku_freezer.txt/ku_gekkonid_tissues.txt
61	48		etoh				25	212	CDS	Gekko	ernstkelleri	KU	300203	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	E-61-48	1	38278	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
61	7		etoh				26	173	CDS	Cyrtodactylus	philippinicus	KU	302639	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.7609167	122.0411833	E-61-7	0	36815	ku_freezer.txt/ku_gekkonid_tissues.txt
62	37		etoh				27	277	CDS	Gekko	mindorensis	KU	302722	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-37	1	36825	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
62	38		etoh				28	278	CDS	Gekko	mindorensis	KU	302723	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-38	1	36825	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
62	39		etoh				29	279	CDS	Gekko	mindorensis	KU	302724	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-39	1	36825	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
66	36		etoh				30	590	CDS	Gekko	mindorensis	KU	302672	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-36	1	36844	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
66	37		etoh				31	591	CDS	Gekko	mindorensis	KU	302673	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-37	1	36844	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
66	54		etoh				32	607	CDS	Gekko	mindorensis	KU	302677	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-54	1	36844	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
66	56		etoh				33	609	CDS	Gekko	mindorensis	KU	302679	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-56	1	36844	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
66	57		etoh				34	610	CDS	Gekko	mindorensis	KU	302680	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-57	1	36844	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
68	46		etoh			Tube reads “Hemidactylus Masbate”	35	754	CDS	Gekko	mindorensis	KU	305135	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-46	0	38377	ku_gekkonid_tissues.txt
68	47		etoh				36	755	CDS	Gekko	mindorensis	KU	302726	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-47	1	36915	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
68	49		etoh				37	757	CDS	Gekko	mindorensis	KU	302727	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-49	1	36915	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
68	50		etoh				38	758	CDS	Gekko	mindorensis	KU	302728	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-50	1	36915	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
69	1		etoh				39	788	CDS	Gekko	romblon	KU	302738	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-1	0	36918	ku_freezer.txt/ku_gekkonid_tissues.txt
69	2		etoh				40	789	CDS	Gekko	romblon	KU	302739	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-2	0	36918	ku_freezer.txt/ku_gekkonid_tissues.txt
69	3		etoh				41	790	CDS	Gekko	romblon	KU	302740	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-3	0	36918	ku_freezer.txt/ku_gekkonid_tissues.txt
69	4		etoh				42	791	CDS	Gekko	romblon	KU	302741	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-4	1	36918	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
69	5		etoh				43	792	CDS	Gekko	romblon	KU	302742	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-5	1	36918	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
73	31		etoh				44	1112	CDS	Cyrtodactylus	philippinicus	KU	302650	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525833	121.9682	E-73-31	0	36951	ku_freezer.txt/ku_gekkonid_tissues.txt
74	15		etoh				45	31	CDS	Gekko	gigante	KU	305138	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-15	1	38236	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
74	30		etoh				46	46	CDS	Gekko	gigante	KU	302718	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Sitio Antonia, Barangay Gabi			E-74-30	1	36775	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
74	32		etoh				47	48	CDS	Gekko	gigante	KU	302720	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Granada			E-74-32	1	36777	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
74	33		etoh				48	49	CDS	Gekko	gigante	KU	305139	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Granada			E-74-33	0	38239	ku_freezer.txt/ku_gekkonid_tissues.txt
74	34		etoh				49	50	CDS	Gekko	gigante	KU	305140	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-34	0	38238	ku_freezer.txt/ku_gekkonid_tissues.txt
74	35		etoh				50	51	CDS	Gekko	gigante	KU	302716	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-35	1	36776	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
74	37		etoh				51	53	CDS	Gekko	gigante	KU	302717	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-37	0	36776	ku_freezer.txt/ku_gekkonid_tissues.txt
74	39		etoh				52	55	CDS	Gekko	gigante	KU	302719	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Sitio Antonia, Barangay Gabi			E-74-39	0	36775	ku_freezer.txt/ku_gekkonid_tissues.txt
74	47		etoh				53	63	CDS	Gekko	mindorensis	KU	302729	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-47	0	36779	ku_freezer.txt/ku_gekkonid_tissues.txt
74	48		etoh				54	64	CDS	Gekko	mindorensis	KU	302730	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-48	1	36779	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
74	49		etoh				55	65	CDS	Gekko	mindorensis	KU	302731	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-49	1	36779	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
74	50		etoh				56	66	CDS	Gekko	mindorensis	KU	302732	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-50	1	36779	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
75	43		etoh				57	1442	CDS	Cyrtodactylus	philippinicus	KU	302635	Philippines	Sibuyan	Romblon	Romblon Province; Municipaity of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.66435	E-75-43	1	36974	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
75	57		etoh				58	1459	CDS	Gekko	mindorensis	KU	305137	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-57	0	38377	ku_gekkonid_tissues.txt
75	59		etoh				59	1461	CDS	Gekko	mindorensis	KU	302733	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-59	1	36977	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
75	60		etoh				60	1462	CDS	Gekko	mindorensis	KU	302734	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-60	1	36977	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
75	61		etoh				61	1463	CDS	Gekko	mindorensis	KU	302735	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-61	1	36977	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
76	25		etoh				62	5005	RMB	Gekko	mindorensis	KU	303911	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.72105	121.3824167	F-76-25	0	38423	ku_freezer.txt/ku_gekkonid_tissues.txt
76	26		etoh				63	5006	RMB	Gekko	mindorensis	KU	303912	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.72105	121.3824167	F-76-26	0	38423	ku_freezer.txt/ku_gekkonid_tissues.txt
76	6		etoh				64	4981	RMB	Gekko	mindorensis	KU	303909	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.72105	121.3824167	F-76-6	0	38423	ku_freezer.txt/ku_gekkonid_tissues.txt
76	7		etoh				65	4982	RMB	Gekko	mindorensis	KU	303910	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.72105	121.3824167	F-76-7	0	38423	ku_freezer.txt/ku_gekkonid_tissues.txt
80	LOOSE		etoh				66	39	CDSGS	Gekko	mindorensis			Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-80-LOOSE	1		ku_freezer.txt/gekkonid_lab_work.txt
80	LOOSE		etoh				67	41	CDSGS	Gekko	mindorensis			Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-80-LOOSE	1		ku_freezer.txt/gekkonid_lab_work.txt
81	LOOSE		etoh				68	40	CDSGS	Gekko	mindorensis			Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-81-LOOSE	1		ku_freezer.txt/gekkonid_lab_work.txt
99	B9		etoh				69	1511	CDS	Cyrtodactylus	philippinicus	KU	302640	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.76081	122.03974	G-99-B9	1	37219	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
99	G1		etoh				70	1550	CDS	Cyrtodactylus	philippinicus	KU	302641	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.76081	122.03974	G-99-G1	0	37219	ku_freezer.txt/ku_gekkonid_tissues.txt
99	G9		etoh				71	1558	CDS	Cyrtodactylus	philippinicus	KU	302642	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.76081	122.03974	G-99-G9	1	37219	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
99	H1		etoh				72	1559	CDS	Cyrtodactylus	philippinicus	KU	302643	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.76081	122.03974	G-99-H1	1	37219	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
99	H2		etoh				73	1560	CDS	Cyrtodactylus	philippinicus	KU	302644	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.76081	122.03974	G-99-H2	0	37219	ku_freezer.txt/ku_gekkonid_tissues.txt
99	H8		etoh				74	1566	CDS	Cyrtodactylus	philippinicus	KU	302645	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.76081	122.03974	G-99-H8	0	37219	ku_freezer.txt/ku_gekkonid_tissues.txt
108	G7		etoh				75	5728	RMB	Gekko	sp. b	KU	304608	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-G7	0	38782	ku_freezer.txt/ku_gekkonid_tissues.txt
108	G8		etoh				76	5729	RMB	Gekko	sp. b	KU	304609	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-G8	0	38782	ku_freezer.txt/ku_gekkonid_tissues.txt
108	G9		etoh				77	5730	RMB	Gekko	sp. b	KU	304610	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-G9	0	38782	ku_freezer.txt/ku_gekkonid_tissues.txt
108	H1		etoh				78	5731	RMB	Gekko	sp. b	KU	304611	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-H1	0	38782	ku_freezer.txt/ku_gekkonid_tissues.txt
108	H7		etoh				79	5737	RMB	Gekko	sp. b	KU	304617	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-H7	0	38783	ku_freezer.txt/ku_gekkonid_tissues.txt
109	B3		etoh				80	5754	RMB	Cyrtodactylus	philippinicus	KU	304634	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-B3	0	38783	ku_freezer.txt/ku_gekkonid_tissues.txt
109	B4		etoh				81	5755	RMB	Cyrtodactylus	philippinicus	KU	304635	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-B4	0	38783	ku_freezer.txt/ku_gekkonid_tissues.txt
109	B5		etoh				82	5756	RMB	Cyrtodactylus	philippinicus	KU	304636	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-B5	0	38783	ku_freezer.txt/ku_gekkonid_tissues.txt
109	B6		etoh				83	5757	RMB	Cyrtodactylus	philippinicus	KU	304637	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-B6	0	38783	ku_freezer.txt/ku_gekkonid_tissues.txt
109	B7		etoh				84	5758	RMB	Gekko	sp. b	KU	304638	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-B7	0	38783	ku_freezer.txt/ku_gekkonid_tissues.txt
109	F7		etoh				85	5791	RMB	Cyrtodactylus	philippinicus	KU	304671	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-F7	0	38783	ku_freezer.txt/ku_gekkonid_tissues.txt
109	F8		etoh				86	5792	RMB	Cyrtodactylus	philippinicus	KU	304672	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-F8	0	38784	ku_freezer.txt/ku_gekkonid_tissues.txt
109	F9		etoh				87	5793	RMB	Gekko	sp. b	KU	304673	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-F9	0	38784	ku_freezer.txt/ku_gekkonid_tissues.txt
109	H9		etoh				88	5811	RMB	Cyrtodactylus	philippinicus	KU	304690	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-H9	0	38785	ku_freezer.txt/ku_gekkonid_tissues.txt
111	A3		etoh				89	5905	RMB	Cyrtodactylus	philippinicus	KU	304784	Philippines	Babuyan Claro	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name ""Asked"""			H-111-A3	1	38788	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
111	A4		etoh				90	5906	RMB	Cyrtodactylus	philippinicus	KU	304785	Philippines	Babuyan Claro	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name ""Asked"""			H-111-A4	0	38788	ku_freezer.txt/ku_gekkonid_tissues.txt
111	A5		etoh				91	5907	RMB	Cyrtodactylus	philippinicus	KU	304786	Philippines	Babuyan Claro	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name ""Asked"""			H-111-A5	1	38788	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
111	E6		etoh				92	5945	RMB	Luperosaurus	macgregori	KU	304824	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-E6	0	38789	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F1		etoh				93	5949	RMB	Luperosaurus	macgregori	KU	304828	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F1	0	38789	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F5		etoh				94	5953	RMB	Gekko	crombota	KU	304832	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F5	0	38789	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F6		etoh				95	5954	RMB	Gekko	crombota	KU	304833	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F6	0	38789	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F7		etoh				96	5955	RMB	Luperosaurus	macgregori	KU	304834	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F7	0	38789	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F8		etoh				97	5956	RMB	Luperosaurus	macgregori	KU	304835	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F8	0	38789	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F9		etoh				98	5957	RMB	Gekko	crombota	KU	304836	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F9	0	38789	ku_freezer.txt/ku_gekkonid_tissues.txt
