field_series	field_number	genus	epithet	country	island	paic
LSUHC	4748	Gekko	gecko	West Malaysia	Pulau Langkawi	
LSUHC	4749	Gekko	gecko	West Malaysia	Pulau Langkawi	
LSUHC	4750	Gekko	gecko	West Malaysia	Pulau Langkawi	
LSUHC	4751	Gekko	gecko	West Malaysia	Pulau Langkawi	
LSUHC	4752	Gekko	gecko	West Malaysia	Pulau Langkawi	
CDS	634	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	639	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	684	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	686	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	687	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	720	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	554	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	636	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	637	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	685	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	718	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	719	Gekko	gecko	Philippines	Semirara	Mindoro
CDS	1372	Gekko	gecko	Philippines	Sibuyan	Romblon
CDS	1416	Gekko	gecko	Philippines	Sibuyan	Romblon
CDS	1418	Gekko	gecko	Philippines	Sibuyan	Romblon
CDS	1419	Gekko	gecko	Philippines	Sibuyan	Romblon
RMB	5137	Gekko	gecko	Philippines	Sibuyan	Romblon
CDS	1417	Gekko	gecko	Philippines	Sibuyan	Romblon
RMB	5034	Gekko	gecko	Philippines	Tablas	Romblon
RMB	5038	Gekko	gecko	Philippines	Tablas	Romblon
RMB	5039	Gekko	gecko	Philippines	Tablas	Romblon
RMB	8744	Gekko	gecko	Philippines	Tablas	Romblon
LSUHC	4263	Gekko	gecko	West Malaysia		
LSUHC	4264	Gekko	gecko	West Malaysia		
LSUHC	4265	Gekko	gecko	West Malaysia		
LSUHC	4266	Gekko	gecko	West Malaysia		
LSUHC	4267	Gekko	gecko	West Malaysia		
LSUHC	4268	Gekko	gecko	West Malaysia		
LSUHC	4269	Gekko	gecko	West Malaysia		
LSUHC	5004	Gekko	gecko	West Malaysia		
LSUHC	5005	Gekko	gecko	West Malaysia		
RMB	2245	Gekko	gigante	Philippines	Gigante	
RMB	2246	Gekko	gigante	Philippines	Gigante	
RMB	2247	Gekko	gigante	Philippines	Gigante	
RMB	2248	Gekko	gigante	Philippines	Gigante	
CDS	51	Gekko	gigante	Philippines	North Gigante	Visayan
CDS	53	Gekko	gigante	Philippines	North Gigante	Visayan
CDS	48	Gekko	gigante	Philippines	North Gigante	Visayan
CDS	50	Gekko	gigante	Philippines	North Gigante	Visayan
CDS	49	Gekko	gigante	Philippines	North Gigante	Visayan
CDS	55	Gekko	gigante	Philippines	South Gigante	Visayan
CDS	46	Gekko	gigante/cf mindorensis	Philippines	South Gigante	Visayan
CDS	31	Gekko	gigante/cf mindorensis	Philippines	South Gigante	Visayan
CDS	590	Gekko	mindorensis	Philippines	Caluya	Visayan
CDS	591	Gekko	mindorensis	Philippines	Caluya	Visayan
CDS	607	Gekko	mindorensis	Philippines	Caluya	Visayan
CDS	609	Gekko	mindorensis	Philippines	Caluya	Visayan
CDS	610	Gekko	mindorensis	Philippines	Caluya	Visayan
CDS	100	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao
CDS	101	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao
CDS	102	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao
CDS	99	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao
CDS	3734	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3783	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3794	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3795	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3796	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3797	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3798	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3799	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3800	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3801	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3802	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3803	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3804	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3805	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3806	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3831	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3832	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3833	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3834	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3835	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3836	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3837	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3838	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3861	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3862	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3863	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3864	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3865	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3866	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3867	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3868	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3894	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3895	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3935	Gekko	mindorensis	Philippines	Lubang	Lubang
CDS	3936	Gekko	mindorensis	Philippines	Lubang	Lubang
RMB	13655	Gekko	mindorensis	Philippines	Luzon	Luzon
RMB	13656	Gekko	mindorensis	Philippines	Luzon	Luzon
RMB	13657	Gekko	mindorensis	Philippines	Luzon	Luzon
RMB	13658	Gekko	mindorensis	Philippines	Luzon	Luzon
RMB	13659	Gekko	mindorensis	Philippines	Luzon	Luzon
RMB	13660	Gekko	mindorensis	Philippines	Luzon	Luzon
RMB	13661	Gekko	mindorensis	Philippines	Luzon	Luzon
RMB	13662	Gekko	mindorensis	Philippines	Luzon	Luzon
RMB	13663	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6037	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6038	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6039	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6044	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6045	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6046	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6047	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6049	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6050	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6051	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6052	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6053	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	6054	Gekko	mindorensis	Philippines	Luzon	Luzon
CDS	1461	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon
CDS	1462	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon
CDS	1463	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon
CDS	1459	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon
CDS	755	Gekko	mindorensis	Philippines	Masbate	Visayan
CDS	757	Gekko	mindorensis	Philippines	Masbate	Visayan
CDS	758	Gekko	mindorensis	Philippines	Masbate	Visayan
CDS	754	Gekko	mindorensis	Philippines	Masbate	Visayan
CDS	1228	Gekko	mindorensis	Philippines	Mindoro	Mindoro
CDS	1229	Gekko	mindorensis	Philippines	Mindoro	Mindoro
CDS	1230	Gekko	mindorensis	Philippines	Mindoro	Mindoro
CDS	1231	Gekko	mindorensis	Philippines	Mindoro	Mindoro
CDS	1235	Gekko	mindorensis	Philippines	Mindoro	Mindoro
RMB	4981	Gekko	mindorensis	Philippines	Mindoro	Mindoro
RMB	4982	Gekko	mindorensis	Philippines	Mindoro	Mindoro
RMB	5005	Gekko	mindorensis	Philippines	Mindoro	Mindoro
RMB	5006	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	338	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	340	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	373	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	388	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	389	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	390	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	391	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	393	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	394	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	395	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	910	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	911	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	1006	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	1007	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	1008	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	1009	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	1010	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	1013	Gekko	mindorensis	Philippines	Mindoro	Mindoro
ELR	854	Gekko	mindorensis	Philippines	Mindoro	Mindoro
CDS	277	Gekko	mindorensis	Philippines	Negros	Visayan
CDS	278	Gekko	mindorensis	Philippines	Negros	Visayan
CDS	279	Gekko	mindorensis	Philippines	Negros	Visayan
CDSGS	39	Gekko	mindorensis	Philippines	Negros	
CDSGS	40	Gekko	mindorensis	Philippines	Negros	
CDSGS	41	Gekko	mindorensis	Philippines	Negros	
CDS	63	Gekko	mindorensis	Philippines	Panay	Visayan
CDS	64	Gekko	mindorensis	Philippines	Panay	Visayan
CDS	65	Gekko	mindorensis	Philippines	Panay	Visayan
CDS	66	Gekko	mindorensis	Philippines	Panay	Visayan
RMB	6403	Gekko	sp.	Philippines	Panay	Visayan
RMB	6425	Gekko	sp.	Philippines	Panay	Visayan
RMB	6429	Gekko	sp.	Philippines	Panay	Visayan
RMB	6430	Gekko	sp.	Philippines	Panay	Visayan
RMB	6431	Gekko	sp.	Philippines	Panay	Visayan
RMB	6448	Gekko	sp.	Philippines	Panay	Visayan
RMB	6449	Gekko	sp.	Philippines	Panay	Visayan
RMB	6479	Gekko	sp.	Philippines	Panay	Visayan
CDS	592	Gekko	mindorensis	Philippines	Semirara	Visayan
CDS	593	Gekko	mindorensis	Philippines	Semirara	Visayan
CDS	594	Gekko	mindorensis	Philippines	Semirara	Visayan
CDS	608	Gekko	mindorensis	Philippines	Semirara	Visayan
CDS	611	Gekko	mindorensis	Philippines	Semirara	Visayan
CDS	643	Gekko	mindorensis	Philippines	Semirara	Visayan
LSUHC	5840	Gekko	monarchus	Malaysia	Johor	
LSUHC	6370	Gekko	monarchus	Malaysia	Johor	
LSUHC	7007	Gekko	monarchus	Malaysia	Johor	
LSUHC	7638	Gekko	monarchus	Malaysia	Johor	
LSUHC	8020	Gekko	monarchus	Malaysia	Johor	
LSUHC	8914	Gekko	monarchus	Malaysia	Johor	
LSUHC	4413	Gekko	monarchus	Malaysia	Pahang	
LSUHC	4692	Gekko	monarchus	Malaysia	Pahang	
LSUHC	6459	Gekko	monarchus	Malaysia	Pahang	
LSUHC	6946	Gekko	monarchus	Malaysia	Pahang	
LSUHC	6967	Gekko	monarchus	Malaysia	Pahang	
RMB	7460	Gekko	monarchus	Philippines	Palawan	Palawan
RMB	7531	Gekko	monarchus	Philippines	Palawan	Palawan
RMB	7562	Gekko	monarchus	Philippines	Palawan	Palawan
RMB	7589	Gekko	monarchus	Philippines	Palawan	Palawan
LSUHC	2916	Gekko	sp.	Vietnam		
LSUHC	2917	Gekko	sp.	Vietnam		
LSUHC	2918	Gekko	sp.	Vietnam		
LSUHC	2919	Gekko	sp.	Vietnam		
LSUHC	2920	Gekko	sp.	Vietnam		
LSUHC	2921	Gekko	sp.	Vietnam		
LSUHC	2922	Gekko	sp.	Vietnam		
LSUHC	2923	Gekko	sp.	Vietnam		
LSUHC	2924	Gekko	sp.	Vietnam		
LSUHC	2925	Gekko	sp.	Vietnam		
LSUHC	2926	Gekko	sp.	Vietnam		
LSUHC	2927	Gekko	sp.	Vietnam		
LSUHC	2928	Gekko	sp.	Vietnam		
LSUHC	2929	Gekko	sp.	Vietnam		
LSUHC	2930	Gekko	sp.	Vietnam		
LSUHC	2931	Gekko	sp.	Vietnam		
LSUHC	2932	Gekko	sp.	Vietnam		
LSUHC	2933	Gekko	sp.	Vietnam		
LSUHC	2934	Gekko	sp.	Vietnam		
RMB	6336	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6337	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6338	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6339	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6340	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6341	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6342	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6343	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6344	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6345	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6346	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6347	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6348	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6349	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6350	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6351	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6352	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6353	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6363	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6364	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6365	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6366	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6367	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6368	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6369	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6370	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6371	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6372	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6373	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6374	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6375	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6385	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6386	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6387	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6389	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
RMB	6390	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group
LSUHC	3268	Gekko	sp. a	Vietnam		
LSUHC	3269	Gekko	sp. a	Vietnam		
LSUHC	3270	Gekko	sp. a	Vietnam		
LSUHC	3271	Gekko	sp. a	Vietnam		
LSUHC	3272	Gekko	sp. a	Vietnam		
LSUHC	3273	Gekko	sp. a	Vietnam		
LSUHC	3331	Gekko	sp. a	Vietnam		
RMB	5703	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5705	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5706	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5708	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5725	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5726	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5727	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5728	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5729	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5730	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5731	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5737	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5758	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5793	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5849	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5850	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5851	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5852	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5853	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	5854	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	7310	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
RMB	7363	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group
LSUHC	3277	Gekko	sp. b	Vietnam		
LSUHC	3282	Gekko	sp. b	Vietnam		
LSUHC	3283	Gekko	sp. b	Vietnam		
LSUHC	3284	Gekko	sp. b	Vietnam		
LSUHC	3285	Gekko	sp. b	Vietnam		
LSUHC	3286	Gekko	sp. b	Vietnam		
LSUHC	3287	Gekko	sp. b	Vietnam		
LSUHC	3288	Gekko	sp. b	Vietnam		
LSUHC	3289	Gekko	sp. b	Vietnam		
LSUHC	3290	Gekko	sp. b	Vietnam		
LSUHC	3291	Gekko	sp. b	Vietnam		
LSUHC	3292	Gekko	sp. b	Vietnam		
LSUHC	3293	Gekko	sp. b	Vietnam		
LSUHC	3294	Gekko	sp. b	Vietnam		
LSUHC	3295	Gekko	sp. b	Vietnam		
LSUHC	3296	Gekko	sp. b	Vietnam		
LSUHC	3297	Gekko	sp. b	Vietnam		
LSUHC	3298	Gekko	sp. b	Vietnam		
LSUHC	3304	Gekko	sp. b	Vietnam		
LSUHC	3309	Gekko	sp. b	Vietnam		
RMB	12588	Hemidactylus	frenatus	Philippines	Luzon	Luzon
RMB	13550	Hemidactylus	frenatus	Philippines	Luzon	Luzon
RMB	13551	Hemidactylus	frenatus	Philippines	Luzon	Luzon
RMB	13552	Hemidactylus	frenatus	Philippines	Luzon	Luzon
RMB	13553	Hemidactylus	frenatus	Philippines	Luzon	Luzon
RMB	13576	Hemidactylus	frenatus	Philippines	Luzon	Luzon
RMB	13578	Hemidactylus	frenatus	Philippines	Luzon	Luzon
RMB	13579	Hemidactylus	frenatus	Philippines	Luzon	Luzon
RMB	7590	Gekko	monarchus	Philippines	Palawan	Palawan
RMB	7615	Gekko	monarchus	Philippines	Palawan	Palawan
LSUHC	1019	Gekko	monarchus	Malaysia	Pulau Aur	
LSUHC	1020	Gekko	monarchus	Malaysia	Pulau Aur	
LSUHC	1021	Gekko	monarchus	Malaysia	Pulau Aur	
LSUHC	4737	Gekko	monarchus	West Malaysia	Pulau Aur	
LSUHC	7289	Gekko	monarchus	West Malaysia	Pulau Aur	
LSUHC	233	Gekko	monarchus	Malaysia	Pulau Mertang Timur	
LSUHC	234	Gekko	monarchus	Malaysia	Pulau Mertang Timur	
LSUHC	235	Gekko	monarchus	Malaysia	Pulau Mertang Timur	
LSUHC	236	Gekko	monarchus	Malaysia	Pulau Mertang Timur	
LSUHC	237	Gekko	monarchus	Malaysia	Pulau Mertang Timur	
LSUHC	238	Gekko	monarchus	Malaysia	Pulau Mertang Timur	
LSUHC	239	Gekko	monarchus	Malaysia	Pulau Mertang Timur	
LSUHC	240	Gekko	monarchus	Malaysia	Pulau Mertang Timur	
LSUHC	1022	Gekko	monarchus	Malaysia	Pulau Tioman	
LSUHC	175	Gekko	monarchus	Malaysia	Pulau Tioman	
LSUHC	5607	Gekko	monarchus	West Malaysia	Pulau Tioman	
LSUHC	3223	Gekko	palmatus	Vietnam		
LSUHC	3224	Gekko	palmatus	Vietnam		
LSUHC	3225	Gekko	palmatus	Vietnam		
RMB	9575	Gekko	porosus	Philippines	Batan	Batanes
RMB	9576	Gekko	porosus	Philippines	Batan	Batanes
RMB	9578	Gekko	porosus	Philippines	Batan	Batanes
RMB	9582	Gekko	porosus	Philippines	Batan	Batanes
RMB	9584	Gekko	porosus	Philippines	Batan	Batanes
RMB	9585	Gekko	porosus	Philippines	Batan	Batanes
RMB	9586	Gekko	porosus	Philippines	Batan	Batanes
RMB	9552	Gekko	porosus	Philippines	Sabtang	Batanes
RMB	9554	Gekko	porosus	Philippines	Sabtang	Batanes
RMB	9555	Gekko	porosus	Philippines	Sabtang	Batanes
RMB	9558	Gekko	porosus	Philippines	Sabtang	Batanes
RMB	9560	Gekko	porosus	Philippines	Sabtang	Batanes
RMB	9561	Gekko	porosus	Philippines	Sabtang	Batanes
CDS	786	Gekko	romblon	Philippines	Romblon	Romblon
CDS	787	Gekko	romblon	Philippines	Romblon	Romblon
CDS	788	Gekko	romblon	Philippines	Romblon	Romblon
CDS	789	Gekko	romblon	Philippines	Romblon	Romblon
CDS	790	Gekko	romblon	Philippines	Romblon	Romblon
CDS	791	Gekko	romblon	Philippines	Romblon	Romblon
CDS	792	Gekko	romblon	Philippines	Romblon	Romblon
RMB	5124	Gekko	romblon	Philippines	Romblon	Romblon
RMB	5125	Gekko	romblon	Philippines	Romblon	Romblon
RMB	8754	Gekko	romblon	Philippines	Tablas	Romblon
RMB	8765	Gekko	romblon	Philippines	Tablas	Romblon
RMB	8789	Gekko	romblon	Philippines	Tablas	Romblon
RMB	5997	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	5998	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6006	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6037	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6038	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6039	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6040	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6044	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6045	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6048	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6052	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6055	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6056	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6057	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6058	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6059	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
RMB	6060	Gekko	rossi	Philippines	Calayan	Babuyan Island Group
LSUHC	4270	Gekko	smithii	West Malaysia	Pulau Perhentian Besar	
LSUHC	4271	Gekko	smithii	West Malaysia	Pulau Perhentian Besar	
LSUHC	5161	Gekko	smithii	West Malaysia	Pulau Perhentian Besar	
LSUHC	5162	Gekko	smithii	West Malaysia	Pulau Perhentian Besar	
LSUHC	5163	Gekko	smithii	West Malaysia	Pulau Perhentian Besar	
LSUHC	5164	Gekko	smithii	West Malaysia	Pulau Perhentian Besar	
LSUHC	5165	Gekko	smithii	West Malaysia	Pulau Perhentian Besar	
LSUHC	66	Gekko	smithii	West Malaysia	Pulau Perhentian Besar	
LSUHC	183	Gekko	smithii	Malaysia	Pulau Tioman	
LSUHC	184	Gekko	smithii	Malaysia	Pulau Tioman	
LSUHC	185	Gekko	smithii	Malaysia	Pulau Tioman	
LSUHC	186	Gekko	smithii	Malaysia	Pulau Tioman	
LSUHC	1023	Gekko	smithii	Malaysia	Pulau Tulai	
LSUHC	1024	Gekko	smithii	Malaysia	Pulau Tulai	
LSUHC	1025	Gekko	smithii	Malaysia	Pulau Tulai	
LSUHC	1026	Gekko	smithii	Malaysia	Pulau Tulai	
LSUHC	4812	Gekko	smithii	West Malaysia		
LSUHC	4813	Gekko	smithii	West Malaysia		
LSUHC	4814	Gekko	smithii	West Malaysia		
LSUHC	4815	Gekko	smithii	West Malaysia		
LSUHC	4816	Gekko	smithii	West Malaysia		
LSUHC	4817	Gekko	smithii	West Malaysia		
CDS	4321	Hemidactylus	platyurus	Philippines	Negros	Visayan
CDS	4326	Hemidactylus	platyurus	Philippines	Negros	Visayan
CDS	4327	Hemidactylus	platyurus	Philippines	Negros	Visayan
CDS	4328	Hemidactylus	platyurus	Philippines	Negros	Visayan
CDS	4331	Hemidactylus	platyurus	Philippines	Negros	Visayan
CDS	4336	Hemidactylus	platyurus	Philippines	Negros	Visayan
CDS	4337	Hemidactylus	platyurus	Philippines	Negros	Visayan
RMB	9417	Hemiphyllodactylus	typus	Philippines	Mindanao	Mindanao
RMB	9418	Hemiphyllodactylus	typus	Philippines	Mindanao	Mindanao
RMB	9525	Lepidodactylus	balioburius	Philippines	Batan	Batanes
RMB	9526	Lepidodactylus	balioburius	Philippines	Batan	Batanes
RMB	9527	Lepidodactylus	balioburius	Philippines	Batan	Batanes
RMB	9528	Lepidodactylus	balioburius	Philippines	Batan	Batanes
RMB	9529	Lepidodactylus	balioburius	Philippines	Batan	Batanes
RMB	9530	Lepidodactylus	balioburius	Philippines	Batan	Batanes
RMB	9531	Lepidodactylus	balioburius	Philippines	Batan	Batanes
RMB	9532	Lepidodactylus	balioburius	Philippines	Batan	Batanes
RMB	9533	Lepidodactylus	balioburius	Philippines	Batan	Batanes
RMB	9556	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	9565	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	9566	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	9567	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	9568	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	9569	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	9570	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	9571	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	9572	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	9574	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes
RMB	13775	Lepidodactylus	lugubris	Philippines	Luzon	Luzon
RMB	13781	Lepidodactylus	lugubris	Philippines	Luzon	Luzon
RMB	13782	Lepidodactylus	lugubris	Philippines	Luzon	Luzon
LSUHC	3356	Luperosaurus	browni	West Malaysia		
LSUHC	3357	Luperosaurus	browni	West Malaysia		
LSUHC	3358	Luperosaurus	browni	West Malaysia		
LSUHC	3359	Luperosaurus	browni	West Malaysia		
LSUHC	3360	Luperosaurus	browni	West Malaysia		
