Tower	Box	Cell	Field Number	Genus	Species	Country	Island	Province	Municipality	Barangay	Local Area Name	Column1	Column2														
S	284	A8	RMB 9145	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																	
S	284	G5	RMB 9195	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																	
S	284	G6	RMB 9196	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																	
S	284	H8	RMB 9207	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																	
S	285	A3	RMB 9223	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																	
R	266	F1	RMB 9391	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga del Sur 	Zamboanga City	Pasanonca	Sitio Canucutan																
R	266	F2	RMB 9392	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga del Sur 	Zamboanga City	Pasanonca	Sitio Canucutan																
R	266	F3	RMB 9393	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga del Sur 	Zamboanga City	Pasanonca	Sitio Canucutan																
Z	378	E6	CAS 216446	Cyrtodactylus	ayeyarwadyensis																						
Z	378	E7	CAS 222812	Cyrtodactylus	ayeyarwadyensis																						
R	259	I3	NO NUMBER	Cyrtodactylus	baluensis	Malaysia	Borneo	Sabah																			
R	259	I4	NO NUMBER	Cyrtodactylus	baluensis	Malaysia	Borneo	Sabah																			
R	259	I5	NO NUMBER	Cyrtodactylus	baluensis	Malaysia	Borneo	Sabah																			
R	270	A8	SP 06891	Cyrtodactylus	baluensis	Malaysia	Kinabalu	Mt. Kinabalu Park	Kinabalu headquarters		CDS3506																
R	270	A9	SP 06892	Cyrtodactylus	baluensis	Malaysia	Kinabalu	Mt. Kinabalu Park	Kinabalu headquarters		CDS3507																
R	270	B1	SP 06906	Cyrtodactylus	baluensis	Malaysia	Kinabalu	Mt. Kinabalu Park	Kinabalu headquarters		CDS3539																
Z	378	E4	CAS 214104	Cyrtodactylus	brevidactylus																						
Z	378	E5	CAS 214105	Cyrtodactylus	brevidactylus																						
Z	378	C4	LSUHC 4055	Cyrtodactylus	cavernicola	Malaysia																					
R	267	F3	ACD 3755	Cyrtodactylus	cf. annulatus	Philippines	Mindanao	Zamboanga del Sur 	Zamboanga City	Pasanonca	Sitio Canucutan																
R	267	F4	ACD 3756	Cyrtodactylus	cf. annulatus	Philippines	Mindanao	Zamboanga del Sur 	Zamboanga City	Pasanonca	Sitio Canucutan																
Y	370	C4	CDS5293	Cyrtodactylus	cf. annulatus	Philippines	Mindanao	South Cotabato	Cotabato	Tampakan	Kimlawis																
D	47	8	ELR 167A	Cyrtodactylus	cf. annulatus	Philippines	Tawi-Tawi	Sulu																			
D	47	9	ELR 167B	Cyrtodactylus	cf. annulatus	Philippines	Tawi-Tawi	Sulu																			
V	323	C3	RMB 11670	Cyrtodactylus	cf. annulatus	Philippines	Mindanao	Zamboanga City	Pasanonca	Tulosa	Sitio Santa Clara Cabo Negro Outpost; Pasonanca Natural Park																
V	323	G9	RMB 11712	Cyrtodactylus	cf. annulatus	Philippines	Mindanao	Zamboanga City	Pasanonca	Pasanoca	"Intake Station, Pasonanca Natural Park"																
V	323	H2	RMB 11714	Cyrtodactylus	cf. annulatus	Philippines	Mindanao	Zamboanga City	Pasanonca	Pasanoca	"Intake Station, Pasonanca Natural Park"																
R	270	D6	RMB 9437	Cyrtodactylus	cf. annulatus	Philippines	Mindanao	Agusan del Sur	San Francisco	Kaimpugan	Agusan Marsh	"N 08deg24' 11.6"", E125deg53'49.0"""															
R	270	G1	RMB 9459	Cyrtodactylus	cf. annulatus	Philippines	Mindanao	Agusan del Sur	San Francisco	Kaimpugan	Agusan Marsh	"N 08deg24' 11.6"", E125deg53'49.0"""															
R	270	G2	RMB 9460	Cyrtodactylus	cf. annulatus	Philippines	Mindanao	Agusan del Sur	San Francisco	Kaimpugan	Agusan Marsh	"N 08deg24' 11.6"", E125deg53'49.0"""															
F	80	Loose	CDSGS 42	Cyrtodactylus	cf. Philippinicus	Philippines	Negros	Occidental	Sipalay City	Camindangan	"9deg47.182N, 122deg30.640E"																
F	80	Loose	CDSGS 43	Cyrtodactylus	cf. Philippinicus	Philippines	Negros	Occidental	Sipalay City	Camindangan	"9deg47.182N, 122deg30.640E"																
H	106	D7	RMB 5569	Cyrtodactylus	cf. philippinicus	Philippines	Lubang																				
H	106	D8	RMB 5570	Cyrtodactylus	cf. philippinicus	Philippines	Lubang																				
L	180	H2	ELR 1279	Cyrtodactylus	cf. philippinious	Philippines	Dayog																				
L	180	H3	ELR 1280	Cyrtodactylus	cf. philippinious	Philippines	Dayog																				
Z	379	H2	FMNH 230113	Cyrtodactylus	consobrinus	Sabah																					
D	58	Loose	FRIM 1142	Cyrtodactylus	consobrinus																						
Z	378	C2	LSUHC 3937	Cyrtodactylus	consobrinus	Malaysia																					
Z	378	C3	LSUHC4062	Cyrtodactylus	consobrinus	Malaysia																					
M	192	A6	RMB 7829	Cyrtodactylus	fedimiculus		Samarinana																				
N	205	I2	DSM 1085L	Cyrtodactylus	intermedius	Thailand					"SERS, Nakhon Ratchasima"																
N	209	A5	DSM 1252L	Cyrtodactylus	intermedius	Thailand					"SERS, Nakhon Ratchasima"																
Z	379	H1	FMNH 263234	Cyrtodactylus	intermedius	Cambodia																					
Z	379	G9	FMNH 263240	Cyrtodactylus	intermedius	Cambodia																					
O	220	I7	JAM 2535	Cyrtodactylus	jallosme						Peleng																
V	317	G9	RMB 11229	Cyrtodactylus	jambangan	Philippines	Mindanao	Zambonga City	Municipality of Pasonanca	"Barangay La Paz, Sitio Nancy (1200 m)"	Pasonanca Natural Park																
V	318	F5	RMB 11297	Cyrtodactylus	jambangan	Philippines	Mindanao	Zambonga City	Municipality of Pasonanca	"Barangay La Paz, Sitio Nancy (1200 m)"	Pasonanca Natural Park																
V	318	G1	RMB 11302	Cyrtodactylus	jambangan	Philippines	Mindanao	Zambonga City	Municipality of Pasonanca	"Barangay La Paz, Sitio Nancy (1200 m)"	Pasonanca Natural Park																
V	318	G2	RMB 11303	Cyrtodactylus	jambangan	Philippines	Mindanao	Zambonga City	Municipality of Pasonanca	"Barangay La Paz, Sitio Nancy (1200 m)"	Pasonanca Natural Park																
V	318	G3	RMB 11304	Cyrtodactylus	jambangan	Philippines	Mindanao	Zambonga City	Municipality of Pasonanca	"Barangay La Paz, Sitio Nancy (1200 m)"	Pasonanca Natural Park																
V	318	H9	RMB 11321	Cyrtodactylus	jambangan	Philippines	Mindanao	Zambonga City	Municipality of Pasonanca	"Barangay La Paz, Sitio Nancy (1200 m)"	Pasonanca Natural Park																
V	319	I2	RMB 11404	Cyrtodactylus	jambangan	Philippines	Mindanao	Zamboanga City	Pasonanca	Tulosa	"Pasonanca Natural Park, Sitio Santa Clara, Cabo Negro Outpost"																
V	322	C5	RMB 11591	Cyrtodactylus	jambangan	Philippines	Mindanao	Zambonga City	Municipality of Pasonanca	"Barangay Tulosa, Sitio Canta Clara, Cabonegros Outpost (800 m)"	Pasonanca Natural Park																
V	324	B5	RMB 11745	Cyrtodactylus	jambangan	Philippines	Mindanao	Zamboanga City	Pasonanca	Pasonanca	"Pasonanca Natural Park, Intake station"																
V	324	B6	RMB 11746	Cyrtodactylus	jambangan	Philippines	Mindanao	Zamboanga City	Pasonanca	Pasonanca	"Pasonanca Natural Park, Intake station"																
V	324	B7	RMB 11747	Cyrtodactylus	jambangan	Philippines	Mindanao	Zamboanga City	Pasonanca	Pasonanca	"Pasonanca Natural Park, Intake station"																
C	39	B9	RMB 1685	Cyrtodactylus	jellesme	Indonesia	Sulawesi	Siuna																			
R	259	F8	RMBR 00866	Cyrtodactylus	malaya	Indonesia	Borneo	Kalimantan																			
R	259	G7	RMBR 00867	Cyrtodactylus	malaya	Indonesia	Borneo	Kalimantan																			
AD	448	C1	ACD 6481 	Cyrtodactylus	mamanwa	Philippines	Siargao Isl.	Siargao Del Norte	Bilar																		
AD	448	G8	ACD 6915	Cyrtodactylus	mamanwa	Philippines	Siargao Isl.	Siargao Del Norte	Bilar																		
AD	448	G1	ACD 6922	Cyrtodactylus	mamanwa	Philippines	Siargao Isl.	Siargao Del Norte	Bilar																		
AD	448	I2	ACD 6939	Cyrtodactylus	mamanwa	Philippines	Siargao Isl.	Siargao Del Norte	Bilar																		
N	202	I5	DSM 911L	Cyrtodactylus	peguensis	Thailand					"Khao Luang NP, Nakhon Si Thammarat"																
N	203	B2	DSM 921L	Cyrtodactylus	peguensis	Thailand					"Khao Luang NP, Nakhon Si Thammarat"																
M	185	E3	RMB 7282	Cyrtodactylus	philippinicus	Philippines	Camiguin																				
M	185	H6	RMB 7311	Cyrtodactylus	philippinicus	Philippines	Camiguin																				
F	83	47	ACD 2711	Cyrtodactylus	philippinicus	Philippines	Mindanao	E. Mindanao Corridor			Mt. Hamigitan																
K	159	A4	ACD 2763	Cyrtodactylus	philippinicus	Philippines	Luzon	Isabella?			Dibanti River																
K	159	H9	ACD 2828	Cyrtodactylus	philippinicus	Philippines	Luzon	Isabella?			Dibanti River																
R	267	B1	ACD 3697	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora																			
AA	391	G6	ACD 5879	Cyrtodactylus	philippinicus	Philippines	Luzon	Batangas			Mt. Malarayat																
Z	390	D2	ACD 5915	Cyrtodactylus	philippinicus	Philippines	Luzon	Batangas			Mt. Malarayat																
Z	390	D3	ACD 5916	Cyrtodactylus	philippinicus	Philippines	Luzon	Batangas			Mt. Malarayat																
Z	390	D4	ACD 5917	Cyrtodactylus	philippinicus	Philippines	Luzon	Batangas			Mt. Malarayat																
Z	390	D5	ACD 5918	Cyrtodactylus	philippinicus	Philippines	Luzon	Batangas			Mt. Malarayat																
Z	390	D6	ACD 5919	Cyrtodactylus	philippinicus	Philippines	Luzon	Batangas			Mt. Malarayat																
Z	390	G1	ACD 5941	Cyrtodactylus	philippinicus	Philippines	Luzon	Batangas			Mt. Malarayat																
AA	391	A1	ACD 5970	Cyrtodactylus	philippinicus	Philippines	Luzon	Batangas			Mt. Malarayat																
AA	392	F7	ACD 6074	Cyrtodactylus	philippinicus	Philippines			Cabangaan																		
Z	384	B3	ACD 6196	Cyrtodactylus	philippinicus	Philippines	Luzon 	Bulacan 	Norzagaray 	"Barangay San Lorenzo, Sitio Iligan (Iligan Creek Area), Angat Watershed "																	
Z	384	G9	ACD 6249	Cyrtodactylus	philippinicus	Philippines	Luzon 	Bulacan 	Norzagaray 	"Barangay San Lorenzo, Sitio Iligan (Iligan Creek Area), Angat Watershed "																	
Z	384	H1	ACD 6250	Cyrtodactylus	philippinicus	Philippines	Luzon 	Bulacan 	Norzagaray 	"Barangay San Lorenzo, Sitio Iligan (Iligan Creek Area), Angat Watershed "																	
T	295	B1	ACD 768	Cyrtodactylus	philippinicus	Philippines	Luzon	Kalinga Prov	Balbalan																		
G	99	B9	CDS 1511	Cyrtodactylus	philippinicus	Philippines	Panay		Pandan																		
G	99	G9	CDS 1558	Cyrtodactylus	philippinicus	Philippines	Panay		Pandan																		
G	99	H1	CDS 1559	Cyrtodactylus	philippinicus	Philippines	Panay		Pandan																		
G	99	H2	CDS 1560	Cyrtodactylus	philippinicus	Philippines	Panay		Pandan																		
G	99	H8	CDS 1566	Cyrtodactylus	philippinicus	Philippines	Panay		Pandan																		
U	311	B8	CDS 3749	Cyrtodactylus	philippinicus	Philippines	Lubang	Occidental Mindoro	Lubang	Vigo	Dangay																
U	311	B9	CDS 3750	Cyrtodactylus	philippinicus	Philippines	Lubang	Occidental Mindoro	Lubang	Vigo	Dangay																
U	311	C1	CDS 3751	Cyrtodactylus	philippinicus	Philippines	Lubang	Occidental Mindoro	Lubang	Vigo	Dangay																
U	311	C2	CDS 3752	Cyrtodactylus	philippinicus	Philippines	Lubang	Occidental Mindoro	Lubang	Vigo	Dangay																
U	311	F1	CDS 3781	Cyrtodactylus	philippinicus	Philippines	Lubang	Occidental Mindoro	Lubang	Vigo	Dangay																
U	311	G4	CDS 3793	Cyrtodactylus	philippinicus	Philippines	Lubang	Occidental Mindoro	Lubang	Vigo	Dangay																
U	312	F9	CDS 3869	Cyrtodactylus	philippinicus	Philippines	Lubang	Occidental Mindoro	Lubang	Vigo	Dangay																
U	313	D8	CDS 3932	Cyrtodactylus	philippinicus	Philippines	Lubang	Occidental Mindoro	Lubang	Vigo	Dangay																
U	313	D9	CDS 3933	Cyrtodactylus	philippinicus	Philippines	Lubang	Occidental Mindoro	Lubang	Vigo	Dangay																
AA	395	A4	CDS 5544	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	395	E4	CDS 5580	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	395	E5	CDS 5581	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	395	E6	CDS 5582	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	395	E7	CDS 5583	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	395	E8	CDS 5584	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	396	A6	CDS 5627	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	396	H2	CDS 5686	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	397	C5	CDS 5724	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	397	C7	CDS 5727	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	398	E3	CDS 5822	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	398	E4	CDS 5823	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	398	E5	CDS 5824	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Camp Malaboo"																
AA	398	I5	CDS 5860	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	398	I6	CDS 5861	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	398	I7	CDS 5862	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	398	I8	CDS 5863	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	398	I9	CDS 5864	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	399	A1	CDS 5865	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	399	A2	CDS 5866	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	399	A3	CDS 5867	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	399	A4	CDS 5868	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	399	A5	CDS 5869	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	399	B7	CDS 5880	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	399	B8	CDS 5881	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	399	I9	CDS 5945	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	400	A1	CDS 5946	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Bagong Silang	"Mt. Makiling Forest Reserve, Sitio Purok Tres"																
AA	401	D1	CDS 6055	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos		"University of the Philippines - Los Banos Campus, Flat Rocks Area"																
AA	401	D2	CDS 6056	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos		"University of the Philippines - Los Banos Campus, Flat Rocks Area"																
AA	401	D3	CDS 6057	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos		"University of the Philippines - Los Banos Campus, Flat Rocks Area"																
AA	401	D4	CDS 6058	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos		"University of the Philippines - Los Banos Campus, Flat Rocks Area"																
AA	401	D5	CDS 6059	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos		"University of the Philippines - Los Banos Campus, Flat Rocks Area"																
AA	401	D6	CDS 6060	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos		"University of the Philippines - Los Banos Campus, Flat Rocks Area"																
AA	401	D7	CDS 6061	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos		"University of the Philippines - Los Banos Campus, Flat Rocks Area"																
AA	401	D8	CDS 6062	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos		"University of the Philippines - Los Banos Campus, Flat Rocks Area"																
H	118	G1	CDS1768	Cyrtodactylus	philippinicus	Philippines	Cebu	Cebu	Alcoy	Nug-as																	
I	122	A2	CDS2038	Cyrtodactylus	philippinicus	Philippines	Luzon	Camarines del Sur	Naga																		
M	184	C3	CDS2384	Cyrtodactylus	philippinicus	Philippines	Catanduanes	Catanduanes	Gigmoto	San Pedro																	
M	184	C4	CDS2385	Cyrtodactylus	philippinicus	Philippines	Catanduanes	Catanduanes	Gigmoto	San Pedro																	
X	358	F4	CDS4384	Cyrtodactylus	philippinicus	Philippines	Negros	Negros Occidental	Silay City	"Patag, Mt. Bungol"																	
I	125	27	CWL 052	Cyrtodactylus	philippinicus	Philippines	Negros Is.	Negros Oriental	Dumagete	Valencia																	
I	125	65	CWL 088	Cyrtodactylus	philippinicus	Philippines	Cebu Is.	Cebu	Alcoy																		
I	125	66	CWL 089	Cyrtodactylus	philippinicus	Philippines	Cebu Is.	Cebu	Alcoy																		
I	125	67	CWL 090	Cyrtodactylus	philippinicus	Philippines	Cebu Is.	Cebu	Alcoy																		
AD	437	H8	DSM 1791	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Kabayunan; Langud River; Angat Waterched	Sitio Talagyo																
AD	437	I6	DSM 1800	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Kabayunan; Langud River; Angat Waterched	Sitio Talagyo																
AA	394	F6	DSM 1886	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Kabayunan; Angat Waterched	Sitio Talagyo																
S	285	D8	RMB 10529	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																
S	285	I5	RMB 10571	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																
W	336	C2	RMB 10596	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	San Luis	Lipimiental	34.65366																
W	336	C3	RMB 10597	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	San Luis	Lipimiental	35.65366																
W	341	F1	RMB 10705	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	San Luis	Lipimiental	15.65366	121.50734	543														
W	342	D4	RMB 10771	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	Casiguran	IDC Forestry Site	16.29316																
W	342	F3	RMB 10788	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	Casiguran	IDC Forestry Site	16.29316																
T	297	I2	RMB 11778	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	Maria Aurora	Villa Aurora	Dimani																
T	297	I3	RMB 11779	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	Maria Aurora	Villa Aurora	Dimani																
T	297	I4	RMB 11780	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	Maria Aurora	Villa Aurora	Dimani																
T	299	C5	RMB 11889	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Maria Aurora 	Villa Aurora	Dimani																
T	300	E4	RMB 11987	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	Maria Aurora	Villa Aurora	Dimani																
T	300	E5	RMB 11988	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	Maria Aurora	Villa Aurora	Dimani																
T	300	E6	RMB 11989	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	Maria Aurora	Villa Aurora	Dimani																
T	300	E7	RMB 11990	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	Maria Aurora	Villa Aurora	Dimani																
U	304	B8	RMB 12262	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Maria Aurora 	Villa Aurora	Mt. Dayap																
U	304	B9	RMB 12263	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Maria Aurora 	Villa Aurora	Mt. Dayap																
U	304	C1	RMB 12264	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Maria Aurora 	Villa Aurora	Mt. Dayap																
U	306	B5	RMB 12418	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Maria Aurora 	Villa Aurora	Mt. Dayap																
U	306	B6	RMB 12419	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Maria Aurora 	Villa Aurora	Mt. Dayap																
U	306	B7	RMB 12420	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Maria Aurora 	Villa Aurora	Mt. Dayap																
U	308	A1	RMB 12567	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Baher	Zabali	ASCOT																
U	308	G1	RMB 12622	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Baher	Zabali	ASCOT																
U	309	B9	RMB 12667	Cyrtodactylus	philippinicus	Philippines	Luzon	Auroa	Baher	Zabali	ASCOT																
U	310	G4	RMB 12788	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	San Luis	Real	Minoli																
U	310	G5	RMB 12789	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	San Luis	Real	Minoli																
U	310	G6	RMB 12790	Cyrtodactylus	philippinicus	Philippines	Luzon	Aurora	San Luis	Real	Minoli																
W	343	C5	RMB 12834	Cyrtodactylus	philippinicus	Philippines																					
W	343	C6	RMB 12835	Cyrtodactylus	philippinicus	Philippines																					
W	343	C7	RMB 12836	Cyrtodactylus	philippinicus	Philippines																					
W	343	C8	RMB 12837	Cyrtodactylus	philippinicus	Philippines																					
W	343	C9	RMB 12838	Cyrtodactylus	philippinicus	Philippines																					
W	343	D7	RMB 12845	Cyrtodactylus	philippinicus	Philippines																					
Z	380	G6	RMB 13651	Cyrtodactylus	philippinicus	Philippines	Luzon	Quezon	Atimonan																		
Z	380	G7	RMB 13652	Cyrtodactylus	philippinicus	Philippines	Luzon	Quezon	Atimonan																		
Z	380	G8	RMB 13653	Cyrtodactylus	philippinicus	Philippines	Luzon	Quezon	Atimonan																		
Z	380	G9	RMB 13654	Cyrtodactylus	philippinicus	Philippines	Luzon	Quezon	Atimonan																		
Z	380	I1	RMB 13664	Cyrtodactylus	philippinicus	Philippines	Luzon	Quezon	Atimonan																		
Z	380	I6	RMB 13669	Cyrtodactylus	philippinicus	Philippines	Luzon	Albay	Malinao	Sugcad																	
Z	380	I7	RMB 13670	Cyrtodactylus	philippinicus	Philippines	Luzon	Albay	Malinao	Sugcad																	
Z	381	E5	RMB 13713	Cyrtodactylus	philippinicus	Philippines	Luzon	Albay	Malinao	Sugcad																	
Z	381	F2	RMB 13719	Cyrtodactylus	philippinicus	Philippines	Luzon	Albay	Malinao	Sugcad																	
Z	381	F3	RMB 13720	Cyrtodactylus	philippinicus	Philippines	Luzon	Albay	Malinao	Sugcad																	
Z	381	F4	RMB 13721	Cyrtodactylus	philippinicus	Philippines	Luzon	Albay	Malinao	Sugcad																	
AB	417	A4	RMB 13855	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
AB	417	A5	RMB 13856	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
AB	417	A9	RMB 13860	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
AB	417	F4	RMB 13900	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
AB	417	F5	RMB 13901	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
AB	417	F6	RMB 13902	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
AB	418	A6	RMB 13940	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
AB	418	C9	RMB 13961	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
AB	418	D1	RMB 13962	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
AB	418	D2	RMB 13963	Cyrtodactylus	philippinicus	Philippines	Luzon	Bulacan	"Doña Remedios Trinidada (""DRT"")"	Kabayunan	"Angt Watershed, Sitio Talagyo"																
