field_series	field_number	catalog_series	catalog_number	genus	epithet	country	island	paic	locality	lat	long	tissue	extract	date	source
KU-FS	18	KU	311498	Gekko	chinensis	China			Guangxi; ; Nanning City, People's Park			K-165-G3	False	2005-04-11	ku_gekkonid_tissues.txt
RMB	5953	KU	304832	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F5	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5954	KU	304833	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F6	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5957	KU	304836	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F9	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5966	KU	304845	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-G9	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5968	KU	304847	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H2	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5969	KU	304848	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H3	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5970	KU	304849	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H4	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	155	KU	300197	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-69	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	156	KU	300198	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-70	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	157	KU	300199	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-71	True	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	159	KU	300200	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-73	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	161	KU	300201	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-75	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	163	KU	300202	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-77	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	212	KU	300203	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	E-61-48	True	2004-10-18	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
RMB	13763	KU	328811	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B2	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13764	KU	328812	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B3	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13766	KU	328813	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B5	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13767	KU	328814	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B6	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13768	KU	328815	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B7	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13769	KU	328816	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B8	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13770	KU	328817	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B9	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	50	KU	305140	Gekko	gigante	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-34	False	2004-09-08	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	51	KU	302716	Gekko	gigante	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-35	True	2000-09-07	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	53	KU	302717	Gekko	gigante	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-37	False	2000-09-07	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	48	KU	302720	Gekko	gigante	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Granada			E-74-32	True	2000-09-08	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	49	KU	305139	Gekko	gigante	Philippines	North Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Granada			E-74-33	False	2004-09-09	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	31	KU	305138	Gekko	gigante	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-15	True	2004-09-06	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	46	KU	302718	Gekko	gigante	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Sitio Antonia, Barangay Gabi			E-74-30	True	2000-09-06	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	55	KU	302719	Gekko	gigante	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Sitio Antonia, Barangay Gabi			E-74-39	False	2000-09-06	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	590	KU	302672	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-36	True	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	591	KU	302673	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-37	True	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	607	KU	302677	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-54	True	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	609	KU	302679	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-56	True	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	610	KU	302680	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-57	True	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	99	KU	302683	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-12	False	2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	100	KU	302684	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-13	True	2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	101	KU	302685	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-14	True	2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	102	KU	302686	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-15	True	2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	3866	KU	320390	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-F6	False		ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	3867	KU	320391	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-F7	False		ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	3868	KU	320392	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-F8	False		ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	3894	KU	320393	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-I6	False		ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	3895	KU	320394	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-I7	False		ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	3935	KU	320395	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-313-E2	False		ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	3936	KU	320396	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-313-E3	False		ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	6047	KU	330781	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C2	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	6049	KU	330782	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C4	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	6050	KU	330783	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C5	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	6051	KU	330784	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C6	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	6052	KU	330785	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C7	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	6053	KU	330786	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C8	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	6054	KU	330787	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C9	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13657	KU	328820	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H3	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13658	KU	328821	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H4	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13659	KU	328822	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H5	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13660	KU	328823	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H6	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13661	KU	328824	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H7	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13662	KU	328825	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H8	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13663	KU	328826	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H9	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	1459	KU	305137	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-57	False	2005-01-25	ku_gekkonid_tissues.txt
CDS	1461	KU	302733	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-59	True	2001-03-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	1462	KU	302734	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-60	True	2001-03-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	1463	KU	302735	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-61	True	2001-03-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	754	KU	305135	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-46	False	2005-01-25	ku_gekkonid_tissues.txt
CDS	755	KU	302726	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-47	True	2001-01-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	757	KU	302727	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-49	True	2001-01-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	758	KU	302728	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-50	True	2001-01-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
ELR	911	KU	308455	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan	13.4491667	120.4241667	L-176-C6	False	2007-01-04	ku_gekkonid_tissues.txt
ELR	1013	KU	308555	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan	13.4491667	120.4241667	L-178-B4	False	2007-01-08	ku_gekkonid_tissues.txt
ELR	1006	KU	308548	Gekko	mindorensis	Philippines	Mindoro	Mindoro	"Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name "" Matingaram"""	13.4630556	120.4122222	L-177-D9	False	2007-01-08	ku_gekkonid_tissues.txt
ELR	1007	KU	308549	Gekko	mindorensis	Philippines	Mindoro	Mindoro	"Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name "" Matingaram"""	13.4630556	120.4122222	L-177-E1	False	2007-01-08	ku_gekkonid_tissues.txt
ELR	1008	KU	308550	Gekko	mindorensis	Philippines	Mindoro	Mindoro	"Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name "" Matingaram"""	13.4630556	120.4122222	L-177-E2	False	2007-01-08	ku_gekkonid_tissues.txt
ELR	1009	KU	308551	Gekko	mindorensis	Philippines	Mindoro	Mindoro	"Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name "" Matingaram"""	13.4630556	120.4122222	L-177-E3	False	2007-01-08	ku_gekkonid_tissues.txt
ELR	1010	KU	308552	Gekko	mindorensis	Philippines	Mindoro	Mindoro	"Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name "" Matingaram"""	13.4630556	120.4122222	L-177-E4	False	2007-01-08	ku_gekkonid_tissues.txt
CDS	1229	KU	302668	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.72105	121.3824167	D-51-72	True	2001-03-11	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	1230	KU	302669	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.72105	121.3824167	D-51-73	True	2001-03-11	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	1231	KU	302670	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.72105	121.3824167	D-51-74	True	2001-03-11	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
RMB	4981	KU	303909	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.72105	121.3824167	F-76-6	False	2005-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	4982	KU	303910	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.72105	121.3824167	F-76-7	False	2005-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5005	KU	303911	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.72105	121.3824167	F-76-25	False	2005-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5006	KU	303912	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.72105	121.3824167	F-76-26	False	2005-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	277	KU	302722	Gekko	mindorensis	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-37	True	2000-10-26	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	278	KU	302723	Gekko	mindorensis	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-38	True	2000-10-26	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	279	KU	302724	Gekko	mindorensis	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-39	True	2000-10-26	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDSGS	39			Gekko	mindorensis	Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-80-LOOSE	True		ku_freezer.txt/gekkonid_lab_work.txt
CDSGS	40			Gekko	mindorensis	Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-81-LOOSE	True		ku_freezer.txt/gekkonid_lab_work.txt
CDSGS	41			Gekko	mindorensis	Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-80-LOOSE	True		ku_freezer.txt/gekkonid_lab_work.txt
RMB	6425	KU	307059	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088	122.1013	K-150-B3	False	2006-09-29	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6429	KU	307060	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088	122.1013	K-150-B7	True	2006-09-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
RMB	6430	KU	307061	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088	122.1013	K-150-B8	True	2006-09-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
RMB	6431	KU	307062	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088	122.1013	K-150-B9	False	2006-09-30	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6448	KU	307063	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088	122.1013	K-150-D8	False	2006-10-02	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6449	KU	307064	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088	122.1013	K-150-D9	False	2006-10-02	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6479	KU	307065	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088	122.1013	K-150-H3	False	2006-10-06	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	63	KU	302729	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-47	False	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	64	KU	302730	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-48	True	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	65	KU	302731	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-49	True	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	66	KU	302732	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-50	True	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
RMB	7922	KU	309289	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.99375	M-193-B8	False	2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	7923	KU	309290	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.99375	M-193-B9	False	2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	7924	KU	309291	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.99375	M-193-C1	False	2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	7937	KU	309294	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.99375	M-193-D2	False	2007-04-04	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	7938	KU	309295	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.99375	M-193-D3	False	2007-04-04	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	7289	LSUHC	7289	Gekko	monarchus	West Malaysia	Pulau Aur		Johor			Z-379-B6	False		ku_freezer.txt
RMB	9575	KU	313983	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-H4	False	2008-06-08	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9576	KU	313984	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-H5	False	2008-06-08	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9578	KU	313985	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-H7	False	2008-06-09	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9582	KU	313986	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I2	False	2008-06-09	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9584	KU	313987	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I4	False	2008-06-09	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9585	KU	313988	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I5	False	2008-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9586	KU	313989	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I6	False	2008-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9552	KU	313977	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-E8	False	2008-06-05	ku_freezer.txt/ku_gekkonid_tissues.txt
